"file","source_url","bytes","sha256","valid_pdf","recovery"
"Title18-T18CH33.pdf","https://legislature.idaho.gov/wp-content/uploads/statutesrules/idstat/Title18/T18CH33.pdf","282768","2cbf4377c1abbc603d9f4430290da0d0bc560fd52b1ecfc9da822ee393cd8b08","True",""
"Title18-T18CH34.pdf","https://legislature.idaho.gov/wp-content/uploads/statutesrules/idstat/Title18/T18CH34.pdf","26786","c05086420afbe96fec5529023f2b8b822b34084ca6364c5fea642d9b864137a7","True",""
"Title18-T18CH35.pdf","https://legislature.idaho.gov/wp-content/uploads/statutesrules/idstat/Title18/T18CH35.pdf","28500","b91713d4be1b9e7aaf31acca92f9e46964eb687f4f383c1a18c9d7ba00caff1f","True",""
"Title18-T18CH36.pdf","https://legislature.idaho.gov/wp-content/uploads/statutesrules/idstat/Title18/T18CH36.pdf","52817","4c4bb3e127ff3e3f7584a5d4ec3bb426837a19da262154423c3dd37413dc3691","True",""
"Title18-T18CH38.pdf","https://legislature.idaho.gov/wp-content/uploads/statutesrules/idstat/Title18/T18CH38.pdf","37271","78274471644f51a25f32b751a4602c943b1f662386d7c82179ba45db6c983b18","True",""
"Title18-T18CH39.pdf","https://legislature.idaho.gov/wp-content/uploads/statutesrules/idstat/Title18/T18CH39.pdf","48458","5ac329c213edac71f82c899670ea8aefab09e7256ae00d97f5f08f8cd53b40c0","True",""
"Title18-T18CH4.pdf","https://legislature.idaho.gov/wp-content/uploads/statutesrules/idstat/Title18/T18CH4.pdf","38766","c81e23d2bb3d77f7c0ca9d5d6fcf4190975400baea0a675158cff9bf97dbf038","True",""
"Title18-T18CH40.pdf","https://legislature.idaho.gov/wp-content/uploads/statutesrules/idstat/Title18/T18CH40.pdf","72731","40657a6d4785f65df17551d249809a99b8d4b11239f9707c422b0580bd093922","True",""
"Title18-T18CH41.pdf","https://legislature.idaho.gov/wp-content/uploads/statutesrules/idstat/Title18/T18CH41.pdf","71958","c2a6202ef6931e27d8a22f80f7ab19a5b31756f3081baa2908841fb993ae5f01","True",""
"Title18-T18CH42.pdf","https://legislature.idaho.gov/wp-content/uploads/statutesrules/idstat/Title18/T18CH42.pdf","28265","a05932cae9f160c53df385be023d6e34c356891b8a90c772fe08b370beee2ba1","True",""
"Title18-T18CH43.pdf","https://legislature.idaho.gov/wp-content/uploads/statutesrules/idstat/Title18/T18CH43.pdf","40856","03ecd729f9f352696e41aa1a9c478828c2ac18d33e032cb0c0bb09590dac6e2f","True",""
"Title18-T18CH44.pdf","https://legislature.idaho.gov/wp-content/uploads/statutesrules/idstat/Title18/T18CH44.pdf","32253","fc58357b25fa6559c92abc95ffad91250990c881ce8561b6c3ca6e859d3c4c8e","True",""
"Title18-T18CH45.pdf","https://legislature.idaho.gov/wp-content/uploads/statutesrules/idstat/Title18/T18CH45.pdf","65120","83f2d2f23d840b326927b05564d1306d72d77769aaccd1fcdcf2dd92f2e65e67","True",""
"Title18-T18CH46.pdf","https://legislature.idaho.gov/wp-content/uploads/statutesrules/idstat/Title18/T18CH46.pdf","59160","8ea00d3ca6000dd59af1d447a09eb68cfc1dd603552c6ff4d2bca27459b90793","True",""
"Title18-T18CH47.pdf","https://legislature.idaho.gov/wp-content/uploads/statutesrules/idstat/Title18/T18CH47.pdf","34203","9fd6e1ef498db7be28d7c72a13a9e5e29bd85c2a0352a18a7432833ba1e2caaf","True",""
"Title18-T18CH48.pdf","https://legislature.idaho.gov/wp-content/uploads/statutesrules/idstat/Title18/T18CH48.pdf","35556","aeae2cb4e56dc689b5aa9f3d5dfd462eba1b4b19af77fb007f05fadd58097820","True",""
"Title18-T18CH49.pdf","https://legislature.idaho.gov/wp-content/uploads/statutesrules/idstat/Title18/T18CH49.pdf","37447","b8488bced8bc26b380592c97efff807dc96b0bb85c21f80897303c1d174240ba","True",""
"Title18-T18CH5.pdf","https://legislature.idaho.gov/wp-content/uploads/statutesrules/idstat/Title18/T18CH5.pdf","55335","82ee5e055adb2b00fe08fd867e29ec51e309322bd3948485690300bf3ff2f037","True",""
"Title18-T18CH50.pdf","https://legislature.idaho.gov/wp-content/uploads/statutesrules/idstat/Title18/T18CH50.pdf","29499","f693007737e516be2d97ad02319a1c5d807e47b5dd3ea5484b13d72a41cd893c","True",""
"Title18-T18CH54.pdf","https://legislature.idaho.gov/wp-content/uploads/statutesrules/idstat/Title18/T18CH54.pdf","40778","c164c22936c1ddc78593649406b892d0d90d09de3fbd2f91888fd51dd4b2f703","True",""
"Title18-T18CH55.pdf","https://legislature.idaho.gov/wp-content/uploads/statutesrules/idstat/Title18/T18CH55.pdf","32924","e5085c621c103a25d42bd614e4443084750741a5d24572b5fb051edd897edd14","True",""
"Title18-T18CH56.pdf","https://legislature.idaho.gov/wp-content/uploads/statutesrules/idstat/Title18/T18CH56.pdf","89422","47e960f8b9cb715b05198e3ee14d0ada86cae0ceb36166cb9579443f128655d8","True",""
"Title18-T18CH57.pdf","https://legislature.idaho.gov/wp-content/uploads/statutesrules/idstat/Title18/T18CH57.pdf","44432","8e54171acac94ed672d8c7765f0c6f49593b031f38ae3ad8089a146425ff0e5f","True",""
"Title18-T18CH58.pdf","https://legislature.idaho.gov/wp-content/uploads/statutesrules/idstat/Title18/T18CH58.pdf","46850","c5d456ed0ad262bccd043af2785f2328da6889c5a2333038b316743d2571437e","True",""
"Title18-T18CH59.pdf","https://legislature.idaho.gov/wp-content/uploads/statutesrules/idstat/Title18/T18CH59.pdf","34005","acf35da5ec492f5e351ec2f03f8d9e9d76b0f3dc5e42aaff465d5eaea4dddf2e","True",""
"Title18-T18CH6.pdf","https://legislature.idaho.gov/wp-content/uploads/statutesrules/idstat/Title18/T18CH6.pdf","126206","797c61d41a334b240ab22fa135589ffe75df4d0d0564eb55fede85041086c36d","True",""
"Title18-T18CH60.pdf","https://legislature.idaho.gov/wp-content/uploads/statutesrules/idstat/Title18/T18CH60.pdf","42653","72f36b41583a630f2f84a3eab2c2d7286918c8f5690b912aece4a0204454a841","True",""
"Title18-T18CH61.pdf","https://legislature.idaho.gov/wp-content/uploads/statutesrules/idstat/Title18/T18CH61.pdf","42406","a0ed0f19307ae974c02625f8c88f2537ca4c07129fa6a85998f108f639cf5b4a","True",""
"Title18-T18CH63.pdf","https://legislature.idaho.gov/wp-content/uploads/statutesrules/idstat/Title18/T18CH63.pdf","37704","c0fc8d7f7d3b2a670e43bb4b10e3f09d99444903486e23e61c806768319da2b0","True",""
"Title18-T18CH64.pdf","https://legislature.idaho.gov/wp-content/uploads/statutesrules/idstat/Title18/T18CH64.pdf","35745","337d57db611b08736578fa53ae07db8dab447bb0494d91823978acfe9a17d599","True",""
"Title18-T18CH65.pdf","https://legislature.idaho.gov/wp-content/uploads/statutesrules/idstat/Title18/T18CH65.pdf","30026","a54c73b28ebe0c91bc8ba1f1adf60518fa45318828427182dc99d76ac97b9560","True",""
"Title18-T18CH66.pdf","https://legislature.idaho.gov/wp-content/uploads/statutesrules/idstat/Title18/T18CH66.pdf","58554","39c4ad68badbcb0ad4598838963d6b02d1591e3ea1abefd89add46c22b2c6edc","True",""
"Title18-T18CH67.pdf","https://legislature.idaho.gov/wp-content/uploads/statutesrules/idstat/Title18/T18CH67.pdf","126713","543ab1dc71fee66c3358eb04f595fd213ee95f9e74e4ae3d37874c1305479c27","True",""
"Title18-T18CH68.pdf","https://legislature.idaho.gov/wp-content/uploads/statutesrules/idstat/Title18/T18CH68.pdf","41633","21e86ee7ea0efb6c4c225d225c60c2efc021ddbf39e59b524c54f0e6b8ea8e25","True",""
"Title18-T18CH69.pdf","https://legislature.idaho.gov/wp-content/uploads/statutesrules/idstat/Title18/T18CH69.pdf","34176","d2c801f004f29124318dcf1d5d9b47b14f18235d6c92b1aadba20fe2aef760c6","True",""
"Title18-T18CH7.pdf","https://legislature.idaho.gov/wp-content/uploads/statutesrules/idstat/Title18/T18CH7.pdf","38432","ee2032f6f2a032d77309bd048d95ca063dd8c918943c6be49bb1f2ff25d3ee25","True",""
"Title18-T18CH70.pdf","https://legislature.idaho.gov/wp-content/uploads/statutesrules/idstat/Title18/T18CH70.pdf","112729","9546609c25629e7e12e77f5dc6d5efe4ca3a361467755049684b46df993f52e8","True",""
"Title18-T18CH71.pdf","https://legislature.idaho.gov/wp-content/uploads/statutesrules/idstat/Title18/T18CH71.pdf","44810","14fd8b720a1bd429e04563c16a581078a37ad7f6129a1e7926be844456553df7","True",""
