"title_file","source_url","bytes","sha256"
"title-4.html","https://sdlegislature.gov/api/Statutes/4.html?all=true","1354249","7160f65ea6c5e819fac9cbad8b02887364fbdad96d1cc5a6c45d721754d2e7f5"
"title-40.html","https://sdlegislature.gov/api/Statutes/40.html?all=true","2382729","8f061b6f04a265cabc229c226ff0348d76c3eeb92d55fe8057ff4ef80e7232b6"
"title-41.html","https://sdlegislature.gov/api/Statutes/41.html?all=true","2377099","87874f04646867b4e03266595e6d6a68e05b485a6b741437e19145748c8052bc"
"title-42.html","https://sdlegislature.gov/api/Statutes/42.html?all=true","1535404","4453e098bc34c2cb4b94c8fe322e343236d21115c365280adb0cd8dd378f9d35"
"title-43.html","https://sdlegislature.gov/api/Statutes/43.html?all=true","3971380","c567c0fb65b32adc5e2d651405a09b36a62535ad2bcbaee442dea6dfd1ae505c"
"title-44.html","https://sdlegislature.gov/api/Statutes/44.html?all=true","871069","5ab68e8fbb5e3b2cb288b8c6e490d8194d1283a061e1791c89b74e942b24709e"
"title-45.html","https://sdlegislature.gov/api/Statutes/45.html?all=true","1756197","82e9740a81835f79558f854f641b526b2d78bb398d131e3acf6c281d6b140055"
"title-46.html","https://sdlegislature.gov/api/Statutes/46.html?all=true","1071760","e30468f5d53dd588e99255aac253f8b76142b6cd95a205f5fc79e0f54673e1a0"
"title-47.html","https://sdlegislature.gov/api/Statutes/47.html?all=true","7037922","20d340689591524efc65c807610812800682acc37837982920884ece80918851"
"title-48.html","https://sdlegislature.gov/api/Statutes/48.html?all=true","733104","476547755031261f11528339145ff79870428822ee75e3d72b3409c2f372cd30"
"title-49.html","https://sdlegislature.gov/api/Statutes/49.html?all=true","4966080","0c664b92175d0f7b1990802ae5272838a077d052c0c1e6305a85ecca374423fe"
"title-5.html","https://sdlegislature.gov/api/Statutes/5.html?all=true","2866431","8f5dae14659ba5b5c2f5a96851b7d2d7479138fe11550c7e5d48f1b0cb071c6e"
"title-50.html","https://sdlegislature.gov/api/Statutes/50.html?all=true","929076","2d30a407f8957d2d395a6e611c81f7d32298d26fafe4a9bfff8042616daf5d6f"
"title-51.html","https://sdlegislature.gov/api/Statutes/51.html?all=true","1305","f42bfed8532f51f1da66be946bc05fbd7207db5940e47312feb8f61daad6c3e7"
"title-52.html","https://sdlegislature.gov/api/Statutes/52.html?all=true","104776","fff1b25bd432beb854591b51aed926eb59a6bdce9ea146e19e32ec3d1d4219f0"
"title-53.html","https://sdlegislature.gov/api/Statutes/53.html?all=true","569913","adf2545c33fec6e89c4de174aeb8b72066a808ca517b2d760d2815f8c6f4dedd"
"title-54.html","https://sdlegislature.gov/api/Statutes/54.html?all=true","1276084","21f0cfcd2a2790431ca646836edf0ec2b319d2dfe124b13a94e7f3cd1d6f4135"
"title-55.html","https://sdlegislature.gov/api/Statutes/55.html?all=true","2580479","04fd9d1cc2a0f5b72ec13deff6f730a2931d7819613303b2f249ef7e1681a08b"
"title-56.html","https://sdlegislature.gov/api/Statutes/56.html?all=true","210714","0d809f14fe93b4e2cba4846c8eb3bec0a831ff1ccbdc34c9b171df2fb8c687a6"
"title-57.html","https://sdlegislature.gov/api/Statutes/57.html?all=true","1423","557ae5eb1f2cc32b3ce50fe0e7c8d2e88c8a85f3501db49968c5840985933e65"
"title-58.html","https://sdlegislature.gov/api/Statutes/58.html?all=true","15925672","a456d57a980217145fd7d6b14093dca1451c170da8bf34c062df36c252031b4c"
"title-59.html","https://sdlegislature.gov/api/Statutes/59.html?all=true","796360","17f8223401e826bbd00acb199e48d9031bc84a5053be03f60baf2d6c08d55cbf"
"title-6.html","https://sdlegislature.gov/api/Statutes/6.html?all=true","874130","4008f9c4625681899c488db08068a364b805e19fa84dd9959d5cabf1baecc69a"
"title-60.html","https://sdlegislature.gov/api/Statutes/60.html?all=true","698115","595ea94690a002986cfca20e20c4733278f6d4405140c3fef3d4a3fec301511c"
"title-61.html","https://sdlegislature.gov/api/Statutes/61.html?all=true","1699957","100bd7eb3e3210ceb3b2ace7b75d456a5d37d5a8e04e97a7010d12ee2186227a"
"title-62.html","https://sdlegislature.gov/api/Statutes/62.html?all=true","987783","d86fb154bd9b290828f25f39ed2f49c4a072e623697d3ece02440f1ac9faa83b"
"title-7.html","https://sdlegislature.gov/api/Statutes/7.html?all=true","3165617","00df2f31b6312b83179a01f5feb996541a5c5f35995aea30f7d63adcae9bf277"
"title-8.html","https://sdlegislature.gov/api/Statutes/8.html?all=true","625908","4b4f9b159e7e5d757e0fe87d24cfef020104e9c47670dca2f2c683c78811f992"
"title-9.html","https://sdlegislature.gov/api/Statutes/9.html?all=true","5067717","5776186185a6ca3e55bad948b57d5b9efd48f6205bfdb6619bb20603abdde43a"
