psd_code,counties,municipality_ids,municipality_name_official,municipality_type_from_official_suffix,school_district_id,school_district_name,scope_category,municipal_nonresident_eit_percent,municipal_nonresident_eit_effective_date,municipal_resident_eit_percent,municipal_resident_eit_effective_date,school_district_eit_percent,school_district_pit_percent,total_resident_income_tax_percent,municipal_lst_dollars,school_district_lst_dollars,total_lst_dollars,eit_collector,eit_collector_website,tax_collection_district_name,date_last_updated,register_as_of_date,source_page_url,source_download_url,philadelphia_overlay_url,retrieved_at
010101,ADAMS,010303,EAST BERLIN BORO,borough,011103,BERMUDIAN SPRINGS S D,MUNICIPAL_EIT_WORK_LOCATION,1,01/01/2006,0.5,,1.2,0,1.7,52,0,52,York Adams Tax Bureau,www.yatb.com,ADAMS TAX COLLECTION DISTRICT,2026-07-23,2026-08-25,https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R,https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026,,2026-08-26T00:02:05+00:00
010102,ADAMS,010485,HAMILTON TWP,township,011103,BERMUDIAN SPRINGS S D,MUNICIPAL_EIT_WORK_LOCATION,1,01/01/2014,0.5,,1.2,0,1.7,52,0,52,York Adams Tax Bureau,www.yatb.com,ADAMS TAX COLLECTION DISTRICT,2026-07-23,2026-08-25,https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R,https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026,,2026-08-26T00:02:05+00:00
010103,ADAMS,010575,HUNTINGTON TWP,township,011103,BERMUDIAN SPRINGS S D,MUNICIPAL_EIT_WORK_LOCATION,1,01/01/2012,0.5,,1.2,0,1.7,0,0,0,York Adams Tax Bureau,www.yatb.com,ADAMS TAX COLLECTION DISTRICT,2026-07-23,2026-08-25,https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R,https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026,,2026-08-26T00:02:05+00:00
010104,ADAMS,010605,LATIMORE TWP,township,011103,BERMUDIAN SPRINGS S D,MUNICIPAL_EIT_RESIDENT_ONLY,0,,0.5,,1.2,0,1.7,0,0,0,York Adams Tax Bureau,www.yatb.com,ADAMS TAX COLLECTION DISTRICT,2026-07-23,2026-08-25,https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R,https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026,,2026-08-26T00:02:05+00:00
010105,ADAMS,010875,READING TWP,township,011103,BERMUDIAN SPRINGS S D,MUNICIPAL_EIT_WORK_LOCATION,1,12/19/2005,0.5,,1.2,0,1.7,0,0,0,York Adams Tax Bureau,www.yatb.com,ADAMS TAX COLLECTION DISTRICT,2026-07-23,2026-08-25,https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R,https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026,,2026-08-26T00:02:05+00:00
010106,ADAMS,010993,YORK SPRINGS BORO,borough,011103,BERMUDIAN SPRINGS S D,MUNICIPAL_EIT_WORK_LOCATION,1,01/01/2012,0.5,12/15/2015,1.2,0,1.7,0,0,0,York Adams Tax Bureau,www.yatb.com,ADAMS TAX COLLECTION DISTRICT,2026-07-23,2026-08-25,https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R,https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026,,2026-08-26T00:02:05+00:00
010201,ADAMS,010033,ABBOTTSTOWN BORO,borough,011603,CONEWAGO VALLEY S D,MUNICIPAL_EIT_WORK_LOCATION,1,02/13/1969,0.5,02/13/1969,1,0,1.5,47,5,52,York Adams Tax Bureau,www.yatb.com,ADAMS TAX COLLECTION DISTRICT,2026-06-15,2026-08-25,https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R,https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026,,2026-08-26T00:02:05+00:00
010202,ADAMS,010125,BERWICK TWP,township,011603,CONEWAGO VALLEY S D,MUNICIPAL_EIT_WORK_LOCATION,1,01/01/2012,0.5,,1,0,1.5,5,5,10,York Adams Tax Bureau,www.yatb.com,ADAMS TAX COLLECTION DISTRICT,2026-06-15,2026-08-25,https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R,https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026,,2026-08-26T00:02:05+00:00
010203,ADAMS,010183,BONNEAUVILLE BORO,borough,011603,CONEWAGO VALLEY S D,MUNICIPAL_EIT_WORK_LOCATION,1,07/01/1968,0.5,07/01/1968,1,0,1.5,5,5,10,York Adams Tax Bureau,www.yatb.com,ADAMS TAX COLLECTION DISTRICT,2026-06-15,2026-08-25,https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R,https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026,,2026-08-26T00:02:05+00:00
010204,ADAMS,010245,CONEWAGO TWP,township,011603,CONEWAGO VALLEY S D,MUNICIPAL_EIT_WORK_LOCATION,1,01/01/2012,0.5,,1,0,1.5,47,5,52,York Adams Tax Bureau,www.yatb.com,ADAMS TAX COLLECTION DISTRICT,2026-06-15,2026-08-25,https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R,https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026,,2026-08-26T00:02:05+00:00
010205,ADAMS,010485,HAMILTON TWP,township,011603,CONEWAGO VALLEY S D,MUNICIPAL_EIT_WORK_LOCATION,1,01/01/2014,0.5,,1,0,1.5,47,5,52,York Adams Tax Bureau,www.yatb.com,ADAMS TAX COLLECTION DISTRICT,2026-06-15,2026-08-25,https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R,https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026,,2026-08-26T00:02:05+00:00
010206,ADAMS,010693,MCSHERRYSTOWN BORO,borough,011603,CONEWAGO VALLEY S D,MUNICIPAL_EIT_WORK_LOCATION,1,01/01/2012,0.5,,1,0,1.5,47,5,52,York Adams Tax Bureau,www.yatb.com,ADAMS TAX COLLECTION DISTRICT,2026-06-15,2026-08-25,https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R,https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026,,2026-08-26T00:02:05+00:00
010207,ADAMS,010785,MT PLEASANT TWP,township,011603,CONEWAGO VALLEY S D,MUNICIPAL_EIT_WORK_LOCATION,1,01/01/2012,0.5,,1,0,1.5,0,10,10,York Adams Tax Bureau,www.yatb.com,ADAMS TAX COLLECTION DISTRICT,2026-06-15,2026-08-25,https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R,https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026,,2026-08-26T00:02:05+00:00
010208,ADAMS,010813,NEW OXFORD BORO,borough,011603,CONEWAGO VALLEY S D,MUNICIPAL_EIT_WORK_LOCATION,1,01/01/2012,0.5,,1,0,1.5,47,5,52,York Adams Tax Bureau,www.yatb.com,ADAMS TAX COLLECTION DISTRICT,2026-06-15,2026-08-25,https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R,https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026,,2026-08-26T00:02:05+00:00
010209,ADAMS,010845,OXFORD TWP,township,011603,CONEWAGO VALLEY S D,MUNICIPAL_EIT_WORK_LOCATION,1,01/01/2012,0.5,,1,0,1.5,47,5,52,York Adams Tax Bureau,www.yatb.com,ADAMS TAX COLLECTION DISTRICT,2026-06-15,2026-08-25,https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R,https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026,,2026-08-26T00:02:05+00:00
010210,ADAMS,010905,STRABAN TWP,township,011603,CONEWAGO VALLEY S D,MUNICIPAL_EIT_WORK_LOCATION,1,01/01/2012,0.5,,1,0,1.5,5,5,10,York Adams Tax Bureau,www.yatb.com,ADAMS TAX COLLECTION DISTRICT,2026-06-15,2026-08-25,https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R,https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026,,2026-08-26T00:02:05+00:00
010211,ADAMS,010935,TYRONE TWP,township,011603,CONEWAGO VALLEY S D,MUNICIPAL_EIT_WORK_LOCATION,1,01/01/2012,0.5,,1,0,1.5,47,5,52,York Adams Tax Bureau,www.yatb.com,ADAMS TAX COLLECTION DISTRICT,2026-06-15,2026-08-25,https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R,https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026,,2026-08-26T00:02:05+00:00
010301,ADAMS,010193,CARROLL VALLEY BORO,borough,013054,FAIRFIELD AREA S D,MUNICIPAL_EIT_WORK_LOCATION,0.5,,0.5,,1,0,1.5,0,0,0,York Adams Tax Bureau,www.yatb.com,ADAMS TAX COLLECTION DISTRICT,2026-08-10,2026-08-25,https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R,https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026,,2026-08-26T00:02:05+00:00
010302,ADAMS,010333,FAIRFIELD BORO,borough,013054,FAIRFIELD AREA S D,MUNICIPAL_EIT_WORK_LOCATION,1,01/01/2012,0.5,,1,0,1.5,10,0,10,York Adams Tax Bureau,www.yatb.com,ADAMS TAX COLLECTION DISTRICT,2026-08-10,2026-08-25,https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R,https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026,,2026-08-26T00:02:05+00:00
010303,ADAMS,010515,HAMILTONBAN TWP,township,013054,FAIRFIELD AREA S D,MUNICIPAL_EIT_WORK_LOCATION,1,01/01/2012,0.5,,1,0,1.5,0,0,0,York Adams Tax Bureau,www.yatb.com,ADAMS TAX COLLECTION DISTRICT,2026-08-10,2026-08-25,https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R,https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026,,2026-08-26T00:02:05+00:00
010304,ADAMS,010635,LIBERTY TWP,township,013054,FAIRFIELD AREA S D,MUNICIPAL_EIT_WORK_LOCATION,1,07/01/1981,0.5,,1,0,1.5,0,0,0,York Adams Tax Bureau,www.yatb.com,ADAMS TAX COLLECTION DISTRICT,2026-08-10,2026-08-25,https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R,https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026,,2026-08-26T00:02:05+00:00
010401,ADAMS,010275,CUMBERLAND TWP,township,013753,GETTYSBURG AREA S D,MUNICIPAL_EIT_WORK_LOCATION,1,,0.5,,1.2,0,1.7,47,5,52,York Adams Tax Bureau,www.yatb.com,ADAMS TAX COLLECTION DISTRICT,2026-06-02,2026-08-25,https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R,https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026,,2026-08-26T00:02:05+00:00
010402,ADAMS,010365,FRANKLIN TWP,township,013753,GETTYSBURG AREA S D,MUNICIPAL_EIT_WORK_LOCATION,1,01/01/2006,0.5,07/01/1997,1.2,0,1.7,5,5,10,York Adams Tax Bureau,www.yatb.com,ADAMS TAX COLLECTION DISTRICT,2026-06-02,2026-08-25,https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R,https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026,,2026-08-26T00:02:05+00:00
010403,ADAMS,010395,FREEDOM TWP,township,013753,GETTYSBURG AREA S D,MUNICIPAL_EIT_WORK_LOCATION,1,01/01/2012,0.5,,1.2,0,1.7,0,10,10,York Adams Tax Bureau,www.yatb.com,ADAMS TAX COLLECTION DISTRICT,2026-06-02,2026-08-25,https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R,https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026,,2026-08-26T00:02:05+00:00
010404,ADAMS,010453,GETTYSBURG BORO,borough,013753,GETTYSBURG AREA S D,MUNICIPAL_EIT_WORK_LOCATION,1,01/01/2012,0.5,,1.2,0,1.7,47,5,52,York Adams Tax Bureau,www.yatb.com,ADAMS TAX COLLECTION DISTRICT,2026-06-02,2026-08-25,https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R,https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026,,2026-08-26T00:02:05+00:00
010405,ADAMS,010545,HIGHLAND TWP,township,013753,GETTYSBURG AREA S D,MUNICIPAL_EIT_WORK_LOCATION,0.5,01/01/2012,0.5,01/01/2012,1.2,0,1.7,0,10,10,York Adams Tax Bureau,www.yatb.com,ADAMS TAX COLLECTION DISTRICT,2026-06-02,2026-08-25,https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R,https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026,,2026-08-26T00:02:05+00:00
010406,ADAMS,010755,MT JOY TWP,township,013753,GETTYSBURG AREA S D,MUNICIPAL_EIT_WORK_LOCATION,1,01/01/2012,0.5,,1.2,0,1.7,47,5,52,York Adams Tax Bureau,www.yatb.com,ADAMS TAX COLLECTION DISTRICT,2026-06-02,2026-08-25,https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R,https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026,,2026-08-26T00:02:05+00:00
010407,ADAMS,010905,STRABAN TWP,township,013753,GETTYSBURG AREA S D,MUNICIPAL_EIT_WORK_LOCATION,1,01/01/2012,0.5,,1.2,0,1.7,5,5,10,York Adams Tax Bureau,www.yatb.com,ADAMS TAX COLLECTION DISTRICT,2026-06-02,2026-08-25,https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R,https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026,,2026-08-26T00:02:05+00:00
010501,ADAMS,010183,BONNEAUVILLE BORO,borough,015203,LITTLESTOWN AREA S D,MUNICIPAL_EIT_WORK_LOCATION,1,07/01/1968,0.5,07/01/1968,1.1,0,1.6,5,5,10,York Adams Tax Bureau,www.yatb.com,ADAMS TAX COLLECTION DISTRICT,2026-06-23,2026-08-25,https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R,https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026,,2026-08-26T00:02:05+00:00
010502,ADAMS,010425,GERMANY TWP,township,015203,LITTLESTOWN AREA S D,MUNICIPAL_EIT_WORK_LOCATION,1,01/01/2012,0.5,,1.1,0,1.6,5,5,10,York Adams Tax Bureau,www.yatb.com,ADAMS TAX COLLECTION DISTRICT,2026-06-23,2026-08-25,https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R,https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026,,2026-08-26T00:02:05+00:00
010503,ADAMS,010663,LITTLESTOWN BORO,borough,015203,LITTLESTOWN AREA S D,MUNICIPAL_EIT_WORK_LOCATION,1,01/01/2012,0.5,01/01/1971,1.1,0,1.6,47,5,52,York Adams Tax Bureau,www.yatb.com,ADAMS TAX COLLECTION DISTRICT,2026-06-23,2026-08-25,https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R,https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026,,2026-08-26T00:02:05+00:00
010504,ADAMS,010755,MT JOY TWP,township,015203,LITTLESTOWN AREA S D,MUNICIPAL_EIT_WORK_LOCATION,1,01/01/2012,0.5,,1.1,0,1.6,47,5,52,York Adams Tax Bureau,www.yatb.com,ADAMS TAX COLLECTION DISTRICT,2026-06-23,2026-08-25,https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R,https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026,,2026-08-26T00:02:05+00:00
010505,ADAMS,010785,MT PLEASANT TWP,township,015203,LITTLESTOWN AREA S D,MUNICIPAL_EIT_WORK_LOCATION,1,01/01/2012,0.5,,1.1,0,1.6,0,10,10,York Adams Tax Bureau,www.yatb.com,ADAMS TAX COLLECTION DISTRICT,2026-06-23,2026-08-25,https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R,https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026,,2026-08-26T00:02:05+00:00
010506,ADAMS,010965,UNION TWP,township,015203,LITTLESTOWN AREA S D,MUNICIPAL_EIT_WORK_LOCATION,1,01/01/2012,0.5,01/01/2012,1.1,0,1.6,0,10,10,York Adams Tax Bureau,www.yatb.com,ADAMS TAX COLLECTION DISTRICT,2026-06-23,2026-08-25,https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R,https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026,,2026-08-26T00:02:05+00:00
010601,ADAMS,010063,ARENDTSVILLE BORO,borough,018523,UPPER ADAMS S D,MUNICIPAL_EIT_WORK_LOCATION,1,01/01/2012,0.5,,1.1,0,1.6,0,10,10,York Adams Tax Bureau,www.yatb.com,ADAMS TAX COLLECTION DISTRICT,2026-06-17,2026-08-25,https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R,https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026,,2026-08-26T00:02:05+00:00
010602,ADAMS,010093,BENDERSVILLE BORO,borough,018523,UPPER ADAMS S D,MUNICIPAL_EIT_WORK_LOCATION,1,01/01/2012,0.5,,1.1,0,1.6,0,10,10,York Adams Tax Bureau,www.yatb.com,ADAMS TAX COLLECTION DISTRICT,2026-06-17,2026-08-25,https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R,https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026,,2026-08-26T00:02:05+00:00
010603,ADAMS,010153,BIGLERVILLE BORO,borough,018523,UPPER ADAMS S D,MUNICIPAL_EIT_WORK_LOCATION,1,01/01/2012,0.5,,1.1,0,1.6,0,10,10,York Adams Tax Bureau,www.yatb.com,ADAMS TAX COLLECTION DISTRICT,2026-06-17,2026-08-25,https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R,https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026,,2026-08-26T00:02:05+00:00
010604,ADAMS,010215,BUTLER TWP,township,018523,UPPER ADAMS S D,MUNICIPAL_EIT_WORK_LOCATION,1,01/01/2012,0.5,01/01/2012,1.1,0,1.6,0,10,10,York Adams Tax Bureau,www.yatb.com,ADAMS TAX COLLECTION DISTRICT,2026-06-17,2026-08-25,https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R,https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026,,2026-08-26T00:02:05+00:00
010605,ADAMS,010725,MENALLEN TWP,township,018523,UPPER ADAMS S D,MUNICIPAL_EIT_WORK_LOCATION,1,01/01/2012,0.5,,1.1,0,1.6,0,10,10,York Adams Tax Bureau,www.yatb.com,ADAMS TAX COLLECTION DISTRICT,2026-06-17,2026-08-25,https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R,https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026,,2026-08-26T00:02:05+00:00
010606,ADAMS,010935,TYRONE TWP,township,018523,UPPER ADAMS S D,MUNICIPAL_EIT_WORK_LOCATION,1,01/01/2012,0.5,,1.1,0,1.6,47,5,52,York Adams Tax Bureau,www.yatb.com,ADAMS TAX COLLECTION DISTRICT,2026-06-17,2026-08-25,https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R,https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026,,2026-08-26T00:02:05+00:00
030101,ARMSTRONG,030033,APOLLO BORO,borough,030603,APOLLO-RIDGE S D,MUNICIPAL_EIT_RESIDENT_ONLY,0,,0.5,,0.5,0,1,5,5,10,Berkheimer Tax Administrator,http://www.hab-inc.com,ARMSTRONG TAX COLLECTION DISTRICT,2026-01-12,2026-08-25,https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R,https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026,,2026-08-26T00:02:05+00:00
030102,ARMSTRONG,030545,KISKIMINETAS TWP,township,030603,APOLLO-RIDGE S D,MUNICIPAL_EIT_RESIDENT_ONLY,0,,0.5,,0.5,0,1,47,5,52,Berkheimer Tax Administrator,http://www.hab-inc.com,ARMSTRONG TAX COLLECTION DISTRICT,2026-01-05,2026-08-25,https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R,https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026,,2026-08-26T00:02:05+00:00
030103,ARMSTRONG,030783,NORTH APOLLO BORO,borough,030603,APOLLO-RIDGE S D,MUNICIPAL_EIT_WORK_LOCATION,1,,0.5,,0.5,0,1,5,5,10,Berkheimer Tax Administrator,http://www.hab-inc.com,ARMSTRONG TAX COLLECTION DISTRICT,2026-02-18,2026-08-25,https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R,https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026,,2026-08-26T00:02:05+00:00
030104,INDIANA,321145,YOUNG TWP,township,030603,APOLLO-RIDGE S D,MUNICIPAL_EIT_WORK_LOCATION,0.5,07/01/1967,0.5,,0.5,0,1,42,10,52,Berkheimer Tax Administrator,http://www.hab-inc.com,ARMSTRONG TAX COLLECTION DISTRICT,2025-12-10,2026-08-25,https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R,https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026,,2026-08-26T00:02:05+00:00
030105,INDIANA,320125,BLACK LICK TWP,township,030603,APOLLO-RIDGE S D,MUNICIPAL_EIT_WORK_LOCATION,0.5,01/01/2011,0.5,01/01/2011,0.5,0,1,47,5,52,Berkheimer Tax Administrator,http://www.hab-inc.com,ARMSTRONG TAX COLLECTION DISTRICT,2026-01-02,2026-08-25,https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R,https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026,,2026-08-26T00:02:05+00:00
030201,ARMSTRONG,030063,APPLEWOLD BORO,borough,030852,ARMSTRONG S D,MUNICIPAL_EIT_WORK_LOCATION,1,,0.5,,0.5,0,1,0,0,0,Berkheimer Tax Administrator,http://www.hab-inc.com,ARMSTRONG TAX COLLECTION DISTRICT,2026-06-16,2026-08-25,https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R,https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026,,2026-08-26T00:02:05+00:00
030202,ARMSTRONG,030093,ATWOOD BORO,borough,030852,ARMSTRONG S D,MUNICIPAL_EIT_WORK_LOCATION,1,,0.5,,0.5,0,1,0,0,0,Berkheimer Tax Administrator,http://www.hab-inc.com,ARMSTRONG TAX COLLECTION DISTRICT,2026-06-16,2026-08-25,https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R,https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026,,2026-08-26T00:02:05+00:00
030203,ARMSTRONG,030125,BETHEL TWP,township,030852,ARMSTRONG S D,MUNICIPAL_EIT_WORK_LOCATION,1,,0.5,,0.5,0,1,10,0,10,Berkheimer Tax Administrator,http://www.hab-inc.com,ARMSTRONG TAX COLLECTION DISTRICT,2026-06-16,2026-08-25,https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R,https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026,,2026-08-26T00:02:05+00:00
