"district_id","selector_name","tax_district_name","ordinance","city","county","net_profits_or_gross_receipts","tax_rate_text","minimum_tax","cap","public_notes","ordinance_urls","tax_form_urls","other_document_urls","source_page_url","retrieved_at"
"106","Marshall County Occupational License Tax For Schools","Marshall County Occupational License Tax For Schools","Occupational License Tax For Schools","Benton","Marshall","Net Profits","0.5%","","","","https://web.sos.ky.gov/occupationaltaxes/106-835.pdf","https://web.sos.ky.gov/occupationaltaxes/106-836.pdf","https://web.sos.ky.gov/occupationaltaxes/106-301.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:08Z"
"225","Martin County Fiscal Court","Martin County Fiscal Court","","Inez","Martin","","","","","(2% Gross Wages)","https://web.sos.ky.gov/occupationaltaxes/225-993.pdf","https://web.sos.ky.gov/occupationaltaxes/225-995.pdf | https://web.sos.ky.gov/occupationaltaxes/225-994.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:08Z"
"108","Mayfield","Mayfield","No. 17-07 amended by 1-09","Mayfield","Graves","Net Profits","2% ≤ $50,000; 1% $50,001 - $500,000; 0.5% > $500,000 (+1.9% payroll tax)","$100","","","https://web.sos.ky.gov/occupationaltaxes/108-791.pdf | https://web.sos.ky.gov/occupationaltaxes/108-308.pdf","https://web.sos.ky.gov/occupationaltaxes/108-309.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:08Z"
"109","Maysville","Maysville","Chapter 134: Occupational License Tax","Maysville","Mason","Gross Receipts","0.1%","$100","","","","https://web.sos.ky.gov/occupationaltaxes/109-1220.pdf","https://web.sos.ky.gov/occupationaltaxes/109-1219.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:08Z"
"110","McCracken County","McCracken County","No. 2007-16","Paducah","McCracken","","","","","","https://web.sos.ky.gov/occupationaltaxes/110-1253.pdf | https://web.sos.ky.gov/occupationaltaxes/110-313.pdf","https://web.sos.ky.gov/occupationaltaxes/110-315.pdf","https://web.sos.ky.gov/occupationaltaxes/110-314.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:08Z"
"111","McCreary County","McCreary County","No. 210.1","Whitley City","McCreary","Net Profits","1.5%","","","","https://web.sos.ky.gov/occupationaltaxes/111-1150.pdf | https://web.sos.ky.gov/occupationaltaxes/111-734.pdf","https://web.sos.ky.gov/occupationaltaxes/111-1155.pdf | https://web.sos.ky.gov/occupationaltaxes/111-1154.pdf | https://web.sos.ky.gov/occupationaltaxes/111-1152.pdf | https://web.sos.ky.gov/occupationaltaxes/111-737.pdf | https://web.sos.ky.gov/occupationaltaxes/111-712.pdf","https://web.sos.ky.gov/occupationaltaxes/111-1151.pdf | https://web.sos.ky.gov/occupationaltaxes/111-738.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:08Z"
"112","McKee","McKee","No. 01-07","McKee","Jackson","Net Profits","1%","","","","https://web.sos.ky.gov/occupationaltaxes/112-319.pdf","https://web.sos.ky.gov/occupationaltaxes/112-320.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:09Z"
"113","McLean County","McLean County","No. 04-220.20","Calhoun","McLean","Net Profits/Payroll","1%","$50.00","$750.00","","https://web.sos.ky.gov/occupationaltaxes/113-1057.pdf","https://web.sos.ky.gov/occupationaltaxes/113-750.pdf | https://web.sos.ky.gov/occupationaltaxes/113-749.pdf | https://web.sos.ky.gov/occupationaltaxes/113-748.pdf | https://web.sos.ky.gov/occupationaltaxes/113-323.pdf","https://web.sos.ky.gov/occupationaltaxes/113-322.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:09Z"
"199","Melbourne","Melbourne","Chapter 10: Occupational License Tax","Melbourne","Campbell","","$50 Flat Fee","$50","$50","","https://web.sos.ky.gov/occupationaltaxes/199-1193.pdf","https://web.sos.ky.gov/occupationaltaxes/199-1305.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:09Z"
"191","Menifee County","Menifee County","","Frenchburg","Menifee","","","","","","https://web.sos.ky.gov/occupationaltaxes/191-526.pdf","https://web.sos.ky.gov/occupationaltaxes/191-527.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:09Z"
"114","Mercer County","Mercer County","No. 2023-2","Harrodsburg","Mercer","Net Profits","1.00%","","","","https://web.sos.ky.gov/occupationaltaxes/114-1163.pdf","https://web.sos.ky.gov/occupationaltaxes/114-1260.pdf | https://web.sos.ky.gov/occupationaltaxes/114-1164.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:09Z"
"115","Metcalfe County","Metcalfe County","No. 04-0525","Edmonton","Metcalfe","Net Profits","","","","","https://web.sos.ky.gov/occupationaltaxes/115-326.pdf","https://web.sos.ky.gov/occupationaltaxes/115-327.pdf","https://web.sos.ky.gov/occupationaltaxes/115-328.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:09Z"
"117","Middlesboro","Middlesboro","No. 110","Middlesboro","Bell","Net Profits","2% (+2% Business License Fee)","$50 (Bus. Lic. Fee)/$250 if Franchise or Net Profit","","","https://web.sos.ky.gov/occupationaltaxes/117-332.pdf","https://web.sos.ky.gov/occupationaltaxes/117-333.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:09Z"
"237","Middletown","Middletown","07-13-2023","Middletown","Jefferson","","","","","","https://web.sos.ky.gov/occupationaltaxes/237-1156.pdf","https://web.sos.ky.gov/occupationaltaxes/237-1158.pdf | https://web.sos.ky.gov/occupationaltaxes/237-1157.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:09Z"
"116","Midway","Midway","No. 34.072","Midway","Woodford","Net Profits","2%","","","","https://web.sos.ky.gov/occupationaltaxes/116-330.pdf","https://web.sos.ky.gov/occupationaltaxes/116-903.pdf","https://web.sos.ky.gov/occupationaltaxes/116-331.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:10Z"
"118","Millersburg","Millersburg","Ch. 60: Occupational Licenses","Millersburg","Bourbon","Net Profits","1%","","","","https://web.sos.ky.gov/occupationaltaxes/118-334.pdf","https://web.sos.ky.gov/occupationaltaxes/118-335.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:10Z"
"119","Monroe County","Monroe County","No. 4-1-12","Tompkinsville","Monroe","","","","","","https://web.sos.ky.gov/occupationaltaxes/119-336.pdf","https://web.sos.ky.gov/occupationaltaxes/119-338.pdf","https://web.sos.ky.gov/occupationaltaxes/119-337.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:10Z"
"120","Montgomery County","Montgomery County","","Mt. Sterling","Montgomery","Net Profits","2%","","","","https://web.sos.ky.gov/occupationaltaxes/120-1346.pdf | https://web.sos.ky.gov/occupationaltaxes/120-339.pdf","https://web.sos.ky.gov/occupationaltaxes/120-1345.pdf | https://web.sos.ky.gov/occupationaltaxes/120-1341.pdf | https://web.sos.ky.gov/occupationaltaxes/120-341.pdf","https://web.sos.ky.gov/occupationaltaxes/120-1344.pdf | https://web.sos.ky.gov/occupationaltaxes/120-1343.pdf | https://web.sos.ky.gov/occupationaltaxes/120-340.pdf | https://web.sos.ky.gov/occupationaltaxes/120-1342.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:10Z"
"121","Morehead","Morehead","Chapter 112: Occupational License Tax","Morehead","Rowan","Net Profits","1.5%","","","","https://web.sos.ky.gov/occupationaltaxes/121-677.pdf | https://web.sos.ky.gov/occupationaltaxes/121-342.pdf","https://web.sos.ky.gov/occupationaltaxes/121-343.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:10Z"
"122","Morgantown","Morgantown","No. 2008-05 & 2012-03","Morgantown","Butler","Net Profits","2%","","","","https://web.sos.ky.gov/occupationaltaxes/122-344.pdf","https://web.sos.ky.gov/occupationaltaxes/122-904.pdf | https://web.sos.ky.gov/occupationaltaxes/122-345.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:10Z"
"123","Mt. Vernon","Mt. Vernon","No. 2008-3","Mt. Vernon","Rockcastle","Net Profits","1%","","","","https://web.sos.ky.gov/occupationaltaxes/123-346.pdf","https://web.sos.ky.gov/occupationaltaxes/123-347.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:10Z"
"124","Muldraugh","Muldraugh","Ch. 110 & Amendment No. 281","Muldraugh","Hardin and Meade","Gross Receipts","0.0025%","$25","$5,000","","https://web.sos.ky.gov/occupationaltaxes/124-349.pdf | https://web.sos.ky.gov/occupationaltaxes/124-348.pdf","https://web.sos.ky.gov/occupationaltaxes/124-350.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:10Z"
"125","Nelson County Fiscal Court","Nelson County Fiscal Court","No. 1990","Bardstown","Nelson","Net Profits","0.5%","","$15,000 (net profits/wages)","","https://web.sos.ky.gov/occupationaltaxes/125-351.pdf","https://web.sos.ky.gov/occupationaltaxes/125-603.pdf | https://web.sos.ky.gov/occupationaltaxes/125-352.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:11Z"
"126","Newport","Newport","Ch. 37: Taxes and Fees","Newport","Campbell","Gross Receipts","0.0035%","$75","$24,700 (Adj/CPI)","","https://web.sos.ky.gov/occupationaltaxes/126-353.pdf","https://web.sos.ky.gov/occupationaltaxes/126-708.pdf | https://web.sos.ky.gov/occupationaltaxes/126-707.pdf","https://web.sos.ky.gov/occupationaltaxes/126-354.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:11Z"
"127","Nicholas County","Nicholas County","No. 280.1","Carlisle","Nicholas","","","","","","https://web.sos.ky.gov/occupationaltaxes/127-357.pdf","https://web.sos.ky.gov/occupationaltaxes/127-358.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:11Z"
"128","Nicholasville","Nicholasville","","Nicholasville","Jessamine","Net Profits","1%","","","","https://web.sos.ky.gov/occupationaltaxes/128-360.pdf","https://web.sos.ky.gov/occupationaltaxes/128-362.pdf","https://web.sos.ky.gov/occupationaltaxes/128-361.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:11Z"
"179","Nortonville","Nortonville","No. 2012-02","Nortonville","Hopkins","Net Profits","1%","","","","https://web.sos.ky.gov/occupationaltaxes/179-497.pdf","https://web.sos.ky.gov/occupationaltaxes/179-499.pdf","https://web.sos.ky.gov/occupationaltaxes/179-498.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:11Z"
"129","Oak Grove","Oak Grove","No. 2008-05","Oak Grove","Christian","Gross Receipts","0.06% Wholesale/0.15% Retail/0.38% Professional","$100","","","https://web.sos.ky.gov/occupationaltaxes/129-1147.pdf","https://web.sos.ky.gov/occupationaltaxes/129-1146.pdf | https://web.sos.ky.gov/occupationaltaxes/129-1145.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:11Z"
"130","Ohio County","Ohio County","No. 2020-7","Hartford","Ohio","Net Profits","1.25%","or equal to $1000=1.25%","$10,000","","https://web.sos.ky.gov/occupationaltaxes/130-1167.pdf","https://web.sos.ky.gov/occupationaltaxes/130-1169.pdf | https://web.sos.ky.gov/occupationaltaxes/130-1168.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:11Z"
"45","Owensboro","Owensboro","Article II: Occupational License Fees","Owensboro","Daviess","Net Profits","1.78%","$75 (Lic. Fee)","","","https://web.sos.ky.gov/occupationaltaxes/45-829.pdf | https://web.sos.ky.gov/occupationaltaxes/45-540.pdf","https://web.sos.ky.gov/occupationaltaxes/45-1011.pdf | https://web.sos.ky.gov/occupationaltaxes/45-1010.pdf | https://web.sos.ky.gov/occupationaltaxes/45-1008.pdf | https://web.sos.ky.gov/occupationaltaxes/45-908.pdf | https://web.sos.ky.gov/occupationaltaxes/45-832.pdf","https://web.sos.ky.gov/occupationaltaxes/45-830.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:11Z"
"189","Owenton","Owenton","","Owenton","Owen","Gross Receipts","1%","","","","","https://web.sos.ky.gov/occupationaltaxes/189-522.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:12Z"
"97","Paducah","Paducah","Article III - Gross Receipts, Section 106","Paducah","McCracken","","","","","","https://web.sos.ky.gov/occupationaltaxes/97-369.pdf","https://web.sos.ky.gov/occupationaltaxes/97-909.pdf | https://web.sos.ky.gov/occupationaltaxes/97-697.pdf","https://web.sos.ky.gov/occupationaltaxes/97-371.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:12Z"
"131","Paintsville","Paintsville","Ch. 110: Occupational License and Tax","Paintsville","Johnson","Gross Receipts","1.25%","","","","https://web.sos.ky.gov/occupationaltaxes/131-547.pdf","https://web.sos.ky.gov/occupationaltaxes/131-589.pdf | https://web.sos.ky.gov/occupationaltaxes/131-588.pdf | https://web.sos.ky.gov/occupationaltaxes/131-546.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:12Z"
"132","Paris","Paris","No. 2007-27","Paris","Bourbon","Net Profits","1.5%","$75 (Bus. Lic. Fee; used as credit toward net profits tax)","","","https://web.sos.ky.gov/occupationaltaxes/132-375.pdf","https://web.sos.ky.gov/occupationaltaxes/132-790.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:12Z"
"133","Park City","Park City","No. 0807","Park City","Barren","Net Profits","0.01%","$25","","","https://web.sos.ky.gov/occupationaltaxes/133-378.pdf","https://web.sos.ky.gov/occupationaltaxes/133-380.pdf","https://web.sos.ky.gov/occupationaltaxes/133-381.pdf | https://web.sos.ky.gov/occupationaltaxes/133-379.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:12Z"
"134","Park Hills","Park Hills","No. 18, 2008","Park Hills","Kenton","Gross Receipts","0.0035%","$25","$1,000","","https://web.sos.ky.gov/occupationaltaxes/134-382.pdf | https://web.sos.ky.gov/occupationaltaxes/134-586.pdf | https://web.sos.ky.gov/occupationaltaxes/134-587.pdf","https://web.sos.ky.gov/occupationaltaxes/134-968.pdf | https://web.sos.ky.gov/occupationaltaxes/134-801.pdf","https://web.sos.ky.gov/occupationaltaxes/134-967.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:12Z"
"207","Perry County","Perry County","Occupational License Tax","Hazard","Perry","Net Profits/Gross Receipts","1%/1%","","","","https://web.sos.ky.gov/occupationaltaxes/207-680.pdf","https://web.sos.ky.gov/occupationaltaxes/207-682.pdf","https://web.sos.ky.gov/occupationaltaxes/207-681.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:12Z"
"135","Perryville","Perryville","No. 2009-004","Perryville","Boyle","Net Profits","1%","","","","https://web.sos.ky.gov/occupationaltaxes/135-385.pdf","https://web.sos.ky.gov/occupationaltaxes/135-386.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:12Z"
"196","Pike County","Pike County","06.30.15.002","Pikeville","Pike","Net Profits","1%","","","","https://web.sos.ky.gov/occupationaltaxes/196-574.pdf","https://web.sos.ky.gov/occupationaltaxes/196-576.pdf","https://web.sos.ky.gov/occupationaltaxes/196-575.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:13Z"
"136","Pikeville","Pikeville","No. 0-2008-002 Amended by 0-2011-004","Pikeville","Pike","","","","","","https://web.sos.ky.gov/occupationaltaxes/136-388.pdf | https://web.sos.ky.gov/occupationaltaxes/136-387.pdf","https://web.sos.ky.gov/occupationaltaxes/136-390.pdf","https://web.sos.ky.gov/occupationaltaxes/136-389.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:13Z"
"137","Pineville","Pineville","Ch. 110: General Licensing Provisions","Pineville","Bell","Net Profits","1.5%","","","","https://web.sos.ky.gov/occupationaltaxes/137-987.pdf","https://web.sos.ky.gov/occupationaltaxes/137-991.pdf | https://web.sos.ky.gov/occupationaltaxes/137-989.pdf | https://web.sos.ky.gov/occupationaltaxes/137-988.pdf | https://web.sos.ky.gov/occupationaltaxes/137-392.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:13Z"
"138","Powell County","Powell County","No. 08-06-24","Stanton","Powell","Net Profits","1%","","","","https://web.sos.ky.gov/occupationaltaxes/138-393.pdf","https://web.sos.ky.gov/occupationaltaxes/138-394.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:13Z"
"139","Prestonsburg","Prestonsburg","No. 06-2008","Prestonsburg","Floyd","Net Profits","1.5%","Bus. Lic.Fee","","","https://web.sos.ky.gov/occupationaltaxes/139-395.pdf","https://web.sos.ky.gov/occupationaltaxes/139-910.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:13Z"
"140","Princeton","Princeton","No. 07-07-2008-1","Princeton","Caldwell","Net Profits","1.5","50.00","","","https://web.sos.ky.gov/occupationaltaxes/140-396.pdf","https://web.sos.ky.gov/occupationaltaxes/140-398.pdf","https://web.sos.ky.gov/occupationaltaxes/140-397.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:13Z"
"141","Pulaski County","Pulaski County","No. 220.30","Somerset","Pulaski","","","","","","https://web.sos.ky.gov/occupationaltaxes/141-551.pdf","https://web.sos.ky.gov/occupationaltaxes/141-401.pdf","https://web.sos.ky.gov/occupationaltaxes/141-400.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:13Z"
"226","Raceland","Raceland","Ordinance No. 2015-3","Raceland","Greenup","Net Profits","1.5%","No","No","","https://web.sos.ky.gov/occupationaltaxes/226-837.pdf","https://web.sos.ky.gov/occupationaltaxes/226-839.pdf | https://web.sos.ky.gov/occupationaltaxes/226-838.pdf","https://web.sos.ky.gov/occupationaltaxes/226-983.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:13Z"
"142","Radcliff","Radcliff","Article 111: Business Privilege License/Gross Receipts Tax","Radcliff","Hardin","Gross Receipts","Schedule of Rates based on business type (5 types)","$25","","","https://web.sos.ky.gov/occupationaltaxes/142-402.pdf","https://web.sos.ky.gov/occupationaltaxes/142-403.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:14Z"
"143","Richmond","Richmond","No. 12-30","Richmond","Madison","Net Profits","2%","$25","","","https://web.sos.ky.gov/occupationaltaxes/143-404.pdf","https://web.sos.ky.gov/occupationaltaxes/143-405.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:14Z"
"144","Robertson County","Robertson County","No. 01-02","Mt. Olivet","Robertson","","","","","","https://web.sos.ky.gov/occupationaltaxes/144-406.pdf","https://web.sos.ky.gov/occupationaltaxes/144-407.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:14Z"
"145","Rockcastle County Fiscal Court","Rockcastle County Fiscal Court","No. 23","Mt. Vernon","Rockcastle","Net Profits","1.5%","","","","https://web.sos.ky.gov/occupationaltaxes/145-1324.pdf","https://web.sos.ky.gov/occupationaltaxes/145-409.pdf","https://web.sos.ky.gov/occupationaltaxes/145-410.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:14Z"
"146","Rowan County","Rowan County","No. 03-16","Morehead","Rowan","Net Profits","1.5%","","","","https://web.sos.ky.gov/occupationaltaxes/146-679.pdf","https://web.sos.ky.gov/occupationaltaxes/146-911.pdf | https://web.sos.ky.gov/occupationaltaxes/146-415.pdf","https://web.sos.ky.gov/occupationaltaxes/146-412.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:14Z"
"147","Russell","Russell","No. 2, 2000","Russell","Greenup","Net Profits","1.50%","$100.00","","","https://web.sos.ky.gov/occupationaltaxes/147-1262.pdf | https://web.sos.ky.gov/occupationaltaxes/147-416.pdf","https://web.sos.ky.gov/occupationaltaxes/147-1267.pdf | https://web.sos.ky.gov/occupationaltaxes/147-1266.pdf | https://web.sos.ky.gov/occupationaltaxes/147-1265.pdf | https://web.sos.ky.gov/occupationaltaxes/147-1264.pdf | https://web.sos.ky.gov/occupationaltaxes/147-1263.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:14Z"
"149","Russell County","Russell County","No. 13.01","Jamestown & Russell Springs","Russell","Net Profits","0.75%","","$2,500","","https://web.sos.ky.gov/occupationaltaxes/149-567.pdf","https://web.sos.ky.gov/occupationaltaxes/149-568.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:14Z"
"150","Russellville","Russellville","No. 2007-18","Russellville","Logan","","","","","","https://web.sos.ky.gov/occupationaltaxes/150-421.pdf","https://web.sos.ky.gov/occupationaltaxes/150-423.pdf","https://web.sos.ky.gov/occupationaltaxes/150-422.pdf | https://web.sos.ky.gov/occupationaltaxes/150-912.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:14Z"
"201","Ryland Heights","Ryland Heights","No. 2014-12-01","Ryland Heights","Kenton","Net Profits","0.01%","","","","","https://web.sos.ky.gov/occupationaltaxes/201-970.pdf | https://web.sos.ky.gov/occupationaltaxes/201-800.pdf","https://web.sos.ky.gov/occupationaltaxes/201-969.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:15Z"
"245","Salem","Salem","2026-05","Salem","Livingston","","Payroll Tax and 1099’s– 1% of all gross pay","","","","https://web.sos.ky.gov/occupationaltaxes/245-1337.pdf","https://web.sos.ky.gov/occupationaltaxes/245-1339.pdf | https://web.sos.ky.gov/occupationaltaxes/245-1338.pdf","https://web.sos.ky.gov/occupationaltaxes/245-1340.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:15Z"
"69","Scott County","Scott County","No. 04-05","Georgetown","Scott","Net Profits","1%","","","","https://web.sos.ky.gov/occupationaltaxes/69-197.pdf","https://web.sos.ky.gov/occupationaltaxes/69-1235.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:15Z"
"70","Scott County Public School District","Scott County Public School District","Occupational and Net Profit License Tax Resolution","Georgetown","Scott","Net Profits","0.5%","","","","https://web.sos.ky.gov/occupationaltaxes/70-200.pdf","https://web.sos.ky.gov/occupationaltaxes/70-1236.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:15Z"
"152","Scottsville","Scottsville","No. 745-08","Scottsville","Allen","Net Profits","1.5%","$30","","","https://web.sos.ky.gov/occupationaltaxes/152-424.pdf","https://web.sos.ky.gov/occupationaltaxes/152-702.pdf","https://web.sos.ky.gov/occupationaltaxes/152-599.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:15Z"
"153","Shelby County","Shelby County","No. 12-04-09, Series 2007","Shelbyville","Shelby","Net Profits","1% ($10,000 exemption)","","$15,000","","https://web.sos.ky.gov/occupationaltaxes/153-1349.pdf | https://web.sos.ky.gov/occupationaltaxes/153-608.pdf | https://web.sos.ky.gov/occupationaltaxes/153-426.pdf","https://web.sos.ky.gov/occupationaltaxes/153-609.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:15Z"
"154","Shelbyville","Shelbyville","2005-0106","Shelbyville","Shelby","Net Profits","1%","$75","$7,500","","","https://web.sos.ky.gov/occupationaltaxes/154-844.pdf | https://web.sos.ky.gov/occupationaltaxes/154-828.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:15Z"
"155","Shepherdsville","Shepherdsville","No. 011-078","Shepherdsville","Bullitt","","2%","","","","https://web.sos.ky.gov/occupationaltaxes/155-1121.pdf","https://web.sos.ky.gov/occupationaltaxes/155-430.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:16Z"
"156","Shively","Shively","No. 11, Series 2005 & No. 12, Series 2005","Shively","Jefferson","Net Profits","1.5%","$100","","","https://web.sos.ky.gov/occupationaltaxes/156-1058.pdf","https://web.sos.ky.gov/occupationaltaxes/156-1060.pdf | https://web.sos.ky.gov/occupationaltaxes/156-1059.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:16Z"
"204","Simpsonville","Simpsonville","No. 2016-002","Simpsonville","Shelby","Net Profits","0.5%","$100","$3,000","","https://web.sos.ky.gov/occupationaltaxes/204-620.pdf","https://web.sos.ky.gov/occupationaltaxes/204-915.pdf | https://web.sos.ky.gov/occupationaltaxes/204-914.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:16Z"
"209","Somerset","Somerset","13-02.","Somerset","Pulaski","Net Profits","0.6%","","","","https://web.sos.ky.gov/occupationaltaxes/209-688.pdf","https://web.sos.ky.gov/occupationaltaxes/209-687.pdf | https://web.sos.ky.gov/occupationaltaxes/209-685.pdf","https://web.sos.ky.gov/occupationaltaxes/209-686.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:16Z"
"194","Southgate","Southgate","Chapter 113","Southgate","Cambpbell","Gross Receipts","Tax Schedule","$35","$5500","","","https://web.sos.ky.gov/occupationaltaxes/194-1303.pdf","https://web.sos.ky.gov/occupationaltaxes/194-1181.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:16Z"
"157","Spencer","Spencer","No. 22, 2010 Series","Taylorsville","Spencer","Net Profts","0.80%","$25","","","https://web.sos.ky.gov/occupationaltaxes/157-433.pdf","https://web.sos.ky.gov/occupationaltaxes/157-1326.pdf | https://web.sos.ky.gov/occupationaltaxes/157-1325.pdf | https://web.sos.ky.gov/occupationaltaxes/157-1189.pdf","https://web.sos.ky.gov/occupationaltaxes/157-577.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:16Z"
"158","Springfield","Springfield","No. 2007-010","Springfield","Washington","Net Profits","1.5%","","","","https://web.sos.ky.gov/occupationaltaxes/158-1281.pdf | https://web.sos.ky.gov/occupationaltaxes/158-436.pdf","https://web.sos.ky.gov/occupationaltaxes/158-1286.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:16Z"
"159","Stanford","Stanford","","Stanford","Lincoln","Net Profits","0.65%","","","","https://web.sos.ky.gov/occupationaltaxes/159-516.pdf","https://web.sos.ky.gov/occupationaltaxes/159-855.pdf | https://web.sos.ky.gov/occupationaltaxes/159-438.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:16Z"
"160","Taylor County","Taylor County","No. 220.03A","Campbellsville","Taylor","Net Profits","1%","","","","https://web.sos.ky.gov/occupationaltaxes/160-439.pdf","https://web.sos.ky.gov/occupationaltaxes/160-442.pdf","https://web.sos.ky.gov/occupationaltaxes/160-441.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:17Z"
"161","Taylor Mill","Taylor Mill","No. 262, No. 250","Taylor Mill","Kenton","Net Profits","0.02%","","","","https://web.sos.ky.gov/occupationaltaxes/161-443.pdf","https://web.sos.ky.gov/occupationaltaxes/161-972.pdf | https://web.sos.ky.gov/occupationaltaxes/161-799.pdf","https://web.sos.ky.gov/occupationaltaxes/161-971.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:17Z"
"162","Todd County","Todd County","No. 07-07","Elkton","Todd","","","","","","https://web.sos.ky.gov/occupationaltaxes/162-446.pdf","https://web.sos.ky.gov/occupationaltaxes/162-447.pdf","https://web.sos.ky.gov/occupationaltaxes/162-448.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:17Z"
