"district_id","selector_name","tax_district_name","ordinance","city","county","net_profits_or_gross_receipts","tax_rate_text","minimum_tax","cap","public_notes","ordinance_urls","tax_form_urls","other_document_urls","source_page_url","retrieved_at"
"52","Elizabethtown","Elizabethtown","No. 09-2006, Amended by 10-2012","Elizabethtown","Hardin","Net Profits","1.95%","$25 (Credit against first $25 due on Net profits return)","","","https://web.sos.ky.gov/occupationaltaxes/52-1212.pdf","https://web.sos.ky.gov/occupationaltaxes/52-1316.pdf | https://web.sos.ky.gov/occupationaltaxes/52-1299.pdf | https://web.sos.ky.gov/occupationaltaxes/52-1298.pdf","https://web.sos.ky.gov/occupationaltaxes/52-1210.pdf | https://web.sos.ky.gov/occupationaltaxes/52-1209.pdf | https://web.sos.ky.gov/occupationaltaxes/52-1208.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:36:59Z"
"53","Elkton","Elkton","Chapter 110: Occupational License Tax","Elkton","Todd","Gross Receipts",".125%","None","$3,125","","https://web.sos.ky.gov/occupationaltaxes/53-144.pdf","https://web.sos.ky.gov/occupationaltaxes/53-1148.pdf | https://web.sos.ky.gov/occupationaltaxes/53-752.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:36:59Z"
"54","Elsmere","Elsmere","Kenton Co. No. 225.48 & City of Elsmere Ord. No. 1578-2008","Elsmere","Kenton","Net Profits","0.01%","$50","$1,000","","https://web.sos.ky.gov/occupationaltaxes/54-659.pdf | https://web.sos.ky.gov/occupationaltaxes/54-147.pdf","https://web.sos.ky.gov/occupationaltaxes/54-956.pdf | https://web.sos.ky.gov/occupationaltaxes/54-809.pdf","https://web.sos.ky.gov/occupationaltaxes/54-955.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:36:59Z"
"58","Eminence","Eminence","No. 2007-016","Eminence","Henry","Net Profits","0.0075%","$100","$3,000","","https://web.sos.ky.gov/occupationaltaxes/58-163.pdf","https://web.sos.ky.gov/occupationaltaxes/58-167.pdf","https://web.sos.ky.gov/occupationaltaxes/58-166.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:36:59Z"
"55","Erlanger","Erlanger","225.48","Erlanger","Kenton","Gross Receipts","0.00075%","","$40,000","","https://web.sos.ky.gov/occupationaltaxes/55-1123.pdf","https://web.sos.ky.gov/occupationaltaxes/55-958.pdf | https://web.sos.ky.gov/occupationaltaxes/55-808.pdf","https://web.sos.ky.gov/occupationaltaxes/55-957.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:36:59Z"
"59","Estill County","Estill County","07-02","Irvine","Estill","","","","","","https://web.sos.ky.gov/occupationaltaxes/59-1141.pdf","https://web.sos.ky.gov/occupationaltaxes/59-1139.pdf | https://web.sos.ky.gov/occupationaltaxes/59-1138.pdf | https://web.sos.ky.gov/occupationaltaxes/59-1137.pdf | https://web.sos.ky.gov/occupationaltaxes/59-1136.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:36:59Z"
"60","Fayette County Public School District","Fayette County Public School District","School District Procedures and Regulations","Lexington","Fayette","Net Profits","0.5%","","","","https://web.sos.ky.gov/occupationaltaxes/60-171.pdf","https://web.sos.ky.gov/occupationaltaxes/60-824.pdf | https://web.sos.ky.gov/occupationaltaxes/60-660.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:36:59Z"
"61","Flemingsburg","Flemingsburg","No. 12-07-1","Flemingsburg","Fleming","","","","","","https://web.sos.ky.gov/occupationaltaxes/61-174.pdf","https://web.sos.ky.gov/occupationaltaxes/61-176.pdf","https://web.sos.ky.gov/occupationaltaxes/61-175.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:00Z"
"62","Florence","Florence","0-27-07","Florence","Boone","Gross Receipts","0.001%","$40","$10,000","","https://web.sos.ky.gov/occupationaltaxes/62-177.pdf","https://web.sos.ky.gov/occupationaltaxes/62-876.pdf | https://web.sos.ky.gov/occupationaltaxes/62-825.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:00Z"
"233","Fordsville","Fordsville","No. 21-2","Fordsville","Ohio","","","","","","https://web.sos.ky.gov/occupationaltaxes/233-1101.pdf","https://web.sos.ky.gov/occupationaltaxes/233-1102.pdf","https://web.sos.ky.gov/occupationaltaxes/233-1103.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:00Z"
"56","Fort Mitchell","Fort Mitchell","No. 225.48","Fort Mitchell","Kenton","Gross Receipts","0.00075%","","","","https://web.sos.ky.gov/occupationaltaxes/56-661.pdf","https://web.sos.ky.gov/occupationaltaxes/56-960.pdf | https://web.sos.ky.gov/occupationaltaxes/56-807.pdf","https://web.sos.ky.gov/occupationaltaxes/56-959.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:00Z"
"31","Fort Thomas","Fort Thomas","Chapter 113","Fort Thomas","Campbell","Net Profits","1.25%","$25","","","https://web.sos.ky.gov/occupationaltaxes/31-81.pdf","https://web.sos.ky.gov/occupationaltaxes/31-1300.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:00Z"
"57","Fort Wright","Fort Wright","225.48","Fort Wright","Kenton","Gross Receipts","0.00075%","","","","https://web.sos.ky.gov/occupationaltaxes/57-662.pdf","https://web.sos.ky.gov/occupationaltaxes/57-961.pdf | https://web.sos.ky.gov/occupationaltaxes/57-806.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:00Z"
"63","Frankfort","Frankfort","No. 9-2012","Frankfort","Franklin","Net Profits","1.95%","$60","","","https://web.sos.ky.gov/occupationaltaxes/63-179.pdf","https://web.sos.ky.gov/occupationaltaxes/63-181.pdf","https://web.sos.ky.gov/occupationaltaxes/63-180.pdf | https://web.sos.ky.gov/occupationaltaxes/63-879.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:00Z"
"64","Franklin","Franklin","No. 220.7-6-2008","Franklin","Simpson","","","","","","https://web.sos.ky.gov/occupationaltaxes/64-182.pdf","https://web.sos.ky.gov/occupationaltaxes/64-881.pdf | https://web.sos.ky.gov/occupationaltaxes/64-184.pdf","https://web.sos.ky.gov/occupationaltaxes/64-183.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:00Z"
"65","Franklin County","Franklin County","No. 14-2007","Frankfort","Franklin","Net Profits","1%","$40","","","https://web.sos.ky.gov/occupationaltaxes/65-593.pdf | https://web.sos.ky.gov/occupationaltaxes/65-185.pdf","https://web.sos.ky.gov/occupationaltaxes/65-1000.pdf","https://web.sos.ky.gov/occupationaltaxes/65-186.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:01Z"
"66","Gallatin County Fiscal Court","Gallatin County Fiscal Court","No. 070804-3","Warsaw","Gallatin","","Flat Bus. Fee","","","Plus 1% Gross Wages Occupational Payroll Tax","https://web.sos.ky.gov/occupationaltaxes/66-188.pdf","https://web.sos.ky.gov/occupationaltaxes/66-189.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:01Z"
"78","Gamaliel","Gamaliel","No. 01-97","Gamaliel","Monroe","Net Profits","1%","","","","https://web.sos.ky.gov/occupationaltaxes/78-226.pdf","https://web.sos.ky.gov/occupationaltaxes/78-851.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:01Z"
"67","Garrard County","Garrard County","No. 0-05-01-10-1","Lancaster","Garrard","Net Profits","2%","","","","https://web.sos.ky.gov/occupationaltaxes/67-736.pdf | https://web.sos.ky.gov/occupationaltaxes/67-625.pdf | https://web.sos.ky.gov/occupationaltaxes/67-607.pdf | https://web.sos.ky.gov/occupationaltaxes/67-193.pdf","https://web.sos.ky.gov/occupationaltaxes/67-1166.pdf","https://web.sos.ky.gov/occupationaltaxes/67-192.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:01Z"
"68","Georgetown","Georgetown","No. 04-019","Georgetown","Scott","Net Profits","1%","","","","https://web.sos.ky.gov/occupationaltaxes/68-194.pdf","https://web.sos.ky.gov/occupationaltaxes/68-1237.pdf | https://web.sos.ky.gov/occupationaltaxes/68-878.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:01Z"
"71","Glasgow","Glasgow","Chapter 110: General Licensing","Glasgow","Barren","Net Profits and Gross Receipts","1.75%","$25","","","https://web.sos.ky.gov/occupationaltaxes/71-1228.pdf","https://web.sos.ky.gov/occupationaltaxes/71-1230.pdf","https://web.sos.ky.gov/occupationaltaxes/71-1229.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:01Z"
"240","Grant County","Grant County","0004-2024-0271","","Grant","","2.5%","","","","https://web.sos.ky.gov/occupationaltaxes/240-1332.pdf","https://web.sos.ky.gov/occupationaltaxes/240-1333.pdf | https://web.sos.ky.gov/occupationaltaxes/240-1214.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:01Z"
"213","Grayson","Grayson","","Grayson","Carter","","","","","","","https://web.sos.ky.gov/occupationaltaxes/213-883.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:01Z"
"72","Grayson County","Grayson County","No. 230.5","Leitchfield","Grayson","","","","","","https://web.sos.ky.gov/occupationaltaxes/72-207.pdf","https://web.sos.ky.gov/occupationaltaxes/72-208.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:02Z"
"184","Greensburg","Greensburg","No. 2016-0317ORD","Greensburg","Green","Net Profits","1%","$25 (Business License), credit given for the first $2,500 in net profits","","","https://web.sos.ky.gov/occupationaltaxes/184-623.pdf","https://web.sos.ky.gov/occupationaltaxes/184-669.pdf | https://web.sos.ky.gov/occupationaltaxes/184-510.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:02Z"
"211","Guthrie","Guthrie","1994-c-2","Guthrie","Todd","","","","","","https://web.sos.ky.gov/occupationaltaxes/211-726.pdf","https://web.sos.ky.gov/occupationaltaxes/211-727.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:02Z"
"186","Hancock County","Hancock County","","Hawesville","Hancock","Net Profits","1.25%","","","","https://web.sos.ky.gov/occupationaltaxes/186-515.pdf","https://web.sos.ky.gov/occupationaltaxes/186-513.pdf","https://web.sos.ky.gov/occupationaltaxes/186-514.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:02Z"
"236","Hardin County Industrial Tax District","Hardin County Industrial Tax District","# 338, Series 2023","Elizabethtown","Hardin","","1% net profits and 1% gross payroll","","","Net Profit Tax District includes unincorporated Hardin County.","https://web.sos.ky.gov/occupationaltaxes/236-1183.pdf","https://web.sos.ky.gov/occupationaltaxes/236-1319.pdf | https://web.sos.ky.gov/occupationaltaxes/236-1318.pdf | https://web.sos.ky.gov/occupationaltaxes/236-1269.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:02Z"
"7","Harrison County","Harrison County","No. 236, Series 2008","Cynthiana","Harrison","Net Profits","1.5%","","ball","","https://web.sos.ky.gov/occupationaltaxes/7-1261.pdf | https://web.sos.ky.gov/occupationaltaxes/7-209.pdf","https://web.sos.ky.gov/occupationaltaxes/7-210.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:02Z"
"73","Harrodsburg","Harrodsburg","No. 2008-01","Harrodsburg","Mercer","Net Profits","1.5%","","","","https://web.sos.ky.gov/occupationaltaxes/73-1218.pdf","https://web.sos.ky.gov/occupationaltaxes/73-1217.pdf | https://web.sos.ky.gov/occupationaltaxes/73-1216.pdf | https://web.sos.ky.gov/occupationaltaxes/73-1215.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:02Z"
"74","Hart County","Hart County","220.14","Munfordville","Hart","Net Profits","0.8%","","$10,000","","https://web.sos.ky.gov/occupationaltaxes/74-1256.pdf | https://web.sos.ky.gov/occupationaltaxes/74-214.pdf","https://web.sos.ky.gov/occupationaltaxes/74-1259.pdf | https://web.sos.ky.gov/occupationaltaxes/74-1258.pdf | https://web.sos.ky.gov/occupationaltaxes/74-1257.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:02Z"
"193","Hartford","Hartford","2013-06","Hartford","Ohio","Payroll Tax Only","1% Gross Wages","","","","https://web.sos.ky.gov/occupationaltaxes/193-746.pdf | https://web.sos.ky.gov/occupationaltaxes/193-548.pdf","https://web.sos.ky.gov/occupationaltaxes/193-747.pdf","https://web.sos.ky.gov/occupationaltaxes/193-992.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:03Z"
"75","Hazard","Hazard","No. 2021-01","Hazard","Perry","Net Profits","1.25%","$100","","","https://web.sos.ky.gov/occupationaltaxes/75-1205.pdf","https://web.sos.ky.gov/occupationaltaxes/75-1206.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:03Z"
"76","Henderson","Henderson","No. 17-05 & 15-09","Henderson","Henderson","","","","","","https://web.sos.ky.gov/occupationaltaxes/76-1067.pdf | https://web.sos.ky.gov/occupationaltaxes/76-1066.pdf","https://web.sos.ky.gov/occupationaltaxes/76-1074.pdf | https://web.sos.ky.gov/occupationaltaxes/76-1073.pdf | https://web.sos.ky.gov/occupationaltaxes/76-1072.pdf | https://web.sos.ky.gov/occupationaltaxes/76-1071.pdf | https://web.sos.ky.gov/occupationaltaxes/76-1069.pdf | https://web.sos.ky.gov/occupationaltaxes/76-1068.pdf","https://web.sos.ky.gov/occupationaltaxes/76-1070.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:03Z"
"218","Henderson County","Henderson County","","Henderson","Henderson","Net Profits","1%","$25 application fee ($10,000 initial exemption fee)","$2,000","","https://web.sos.ky.gov/occupationaltaxes/218-1076.pdf | https://web.sos.ky.gov/occupationaltaxes/218-1075.pdf","https://web.sos.ky.gov/occupationaltaxes/218-1082.pdf | https://web.sos.ky.gov/occupationaltaxes/218-1081.pdf | https://web.sos.ky.gov/occupationaltaxes/218-1080.pdf | https://web.sos.ky.gov/occupationaltaxes/218-1079.pdf | https://web.sos.ky.gov/occupationaltaxes/218-1078.pdf | https://web.sos.ky.gov/occupationaltaxes/218-1077.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:03Z"
"77","Hickman","Hickman","08-07 & 09-10","Hickman","Fulton","Net Profits","1.5%","$50 (Application Fee)","","","https://web.sos.ky.gov/occupationaltaxes/77-833.pdf | https://web.sos.ky.gov/occupationaltaxes/77-225.pdf","https://web.sos.ky.gov/occupationaltaxes/77-224.pdf","https://web.sos.ky.gov/occupationaltaxes/77-223.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:03Z"
"215","Hickman County","Hickman County","","Clinton","Hickman","","","","","","","https://web.sos.ky.gov/occupationaltaxes/215-891.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:03Z"
"30","Highland Heights","Highland Heights","Chapter 110","Highland Heights","Campbell","Gross Receipts","0.35%","$75","$10,000","","https://web.sos.ky.gov/occupationaltaxes/30-539.pdf","https://web.sos.ky.gov/occupationaltaxes/30-1304.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:03Z"
"79","Hillview","Hillview","No. 2007-04 amended by 2016-11","Louisville","Jefferson","Net Profits","1.8%","","","","https://web.sos.ky.gov/occupationaltaxes/79-642.pdf","https://web.sos.ky.gov/occupationaltaxes/79-893.pdf | https://web.sos.ky.gov/occupationaltaxes/79-643.pdf | https://web.sos.ky.gov/occupationaltaxes/79-229.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:03Z"
"80","Hodgenville","Hodgenville","No. 2015-08","Hodgenville","LaRue","Net Profits","1%","","","","https://web.sos.ky.gov/occupationaltaxes/80-826.pdf | https://web.sos.ky.gov/occupationaltaxes/80-591.pdf | https://web.sos.ky.gov/occupationaltaxes/80-231.pdf","https://web.sos.ky.gov/occupationaltaxes/80-894.pdf | https://web.sos.ky.gov/occupationaltaxes/80-765.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:04Z"
"222","Hopkins County","Hopkins County","","Madisonville","Hopkins","","","","","","https://web.sos.ky.gov/occupationaltaxes/222-729.pdf","https://web.sos.ky.gov/occupationaltaxes/222-731.pdf | https://web.sos.ky.gov/occupationaltaxes/222-730.pdf","https://web.sos.ky.gov/occupationaltaxes/222-732.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:04Z"
"81","Hopkinsville","Hopkinsville","Ch. 110: General Licensing Provisions","Hopkinsville","Christian","Net Profits","1.95% wages / 1.3% net profits","$100 (gross receipts > $25,000); $25 processing fee (gross receipts ≤ $25,000)","$10,000","","https://web.sos.ky.gov/occupationaltaxes/81-1335.pdf | https://web.sos.ky.gov/occupationaltaxes/81-234.pdf","https://web.sos.ky.gov/occupationaltaxes/81-1336.pdf","https://web.sos.ky.gov/occupationaltaxes/81-235.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:04Z"
"82","Independence","Independence","No. 225.48","Independence","Kenton","Gross Receipts","0.00075%","","","","https://web.sos.ky.gov/occupationaltaxes/82-671.pdf | https://web.sos.ky.gov/occupationaltaxes/82-237.pdf","https://web.sos.ky.gov/occupationaltaxes/82-963.pdf | https://web.sos.ky.gov/occupationaltaxes/82-805.pdf","https://web.sos.ky.gov/occupationaltaxes/82-962.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:04Z"
"242","Irvington","Irvington","Ordinance 2025-06","Irvington","Breckenridge","","","","","","https://web.sos.ky.gov/occupationaltaxes/242-1334.pdf | https://web.sos.ky.gov/occupationaltaxes/242-1317.pdf","","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:04Z"
"182","Jackson","Jackson","No. 061908A","Jackson","Breathitt","","","","","","https://web.sos.ky.gov/occupationaltaxes/182-505.pdf","https://web.sos.ky.gov/occupationaltaxes/182-506.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:04Z"
"83","Jackson County","Jackson County","No. 1213-01","McKee","Jackson","","","","","","https://web.sos.ky.gov/occupationaltaxes/83-242.pdf","https://web.sos.ky.gov/occupationaltaxes/83-244.pdf","https://web.sos.ky.gov/occupationaltaxes/83-243.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:04Z"
"228","Jeffersontown","Jeffersontown","","Jeffersontown","Jefferson","","","","","","","https://web.sos.ky.gov/occupationaltaxes/228-896.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:04Z"
"84","Jeffersonville","Jeffersonville","No. 2008-2","Jeffersonville","Montgomery","","","","","","https://web.sos.ky.gov/occupationaltaxes/84-245.pdf","https://web.sos.ky.gov/occupationaltaxes/84-246.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:05Z"
"85","Jessamine County","Jessamine County","No. 110","Nicholasville","Jessamine","Net Profits","1%","","","","https://web.sos.ky.gov/occupationaltaxes/85-247.pdf","https://web.sos.ky.gov/occupationaltaxes/85-249.pdf","https://web.sos.ky.gov/occupationaltaxes/85-248.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:05Z"
"86","Johnson County Fiscal Court","Johnson County Fiscal Court","No. 08-049","Paintsville","Johnson","Net Profits","0.5%","$25","","","https://web.sos.ky.gov/occupationaltaxes/86-250.pdf","https://web.sos.ky.gov/occupationaltaxes/86-251.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:05Z"
"87","Kenton County","Kenton County","No. 225.48","Covington","Kenton","Net Profits","Sliding Scale 0.7097% ≤ $37,500; 0.001097% $37,500-$128,400","","$0-$37,500 Max=$266.14, $37,500-$128,400 Max=$99.11","","https://web.sos.ky.gov/occupationaltaxes/87-252.pdf","https://web.sos.ky.gov/occupationaltaxes/87-943.pdf | https://web.sos.ky.gov/occupationaltaxes/87-804.pdf","https://web.sos.ky.gov/occupationaltaxes/87-942.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:05Z"
"88","Knox County","Knox County","No. 2004-1223","Barbourville","Knox","Net Profits","1%","","","","https://web.sos.ky.gov/occupationaltaxes/88-256.pdf","https://web.sos.ky.gov/occupationaltaxes/88-257.pdf","https://web.sos.ky.gov/occupationaltaxes/88-255.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:05Z"
"217","La Grange","La Grange","7 110.03(A)","La Grange","Oldham","Gross Receipts","Sliding Scale","$55.00","","","https://web.sos.ky.gov/occupationaltaxes/217-692.pdf","https://web.sos.ky.gov/occupationaltaxes/217-693.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:05Z"
"89","Lakeside Park","Lakeside Park","Chapter 60","Lakeside Park","Kenton","Gross Receipts","0.0075%","","","","https://web.sos.ky.gov/occupationaltaxes/89-672.pdf","https://web.sos.ky.gov/occupationaltaxes/89-964.pdf | https://web.sos.ky.gov/occupationaltaxes/89-803.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:05Z"
"90","Laurel County","Laurel County","No. 220.73","London","Laurel","Net Profits","1%","","","","https://web.sos.ky.gov/occupationaltaxes/90-261.pdf","https://web.sos.ky.gov/occupationaltaxes/90-264.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:05Z"
"96","Lebanon","Lebanon","No. 07-17","Lebanon","Marion","Net Profits","1%","$25 (Bus. Lic. Fee)","","","https://web.sos.ky.gov/occupationaltaxes/96-279.pdf","https://web.sos.ky.gov/occupationaltaxes/96-281.pdf","https://web.sos.ky.gov/occupationaltaxes/96-280.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:06Z"
"91","Lebanon Junction","Lebanon Junction","No. 97-2","Lebanon Junction","Bullitt","","","","","","https://web.sos.ky.gov/occupationaltaxes/91-265.pdf","https://web.sos.ky.gov/occupationaltaxes/91-266.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:06Z"
"92","Leitchfield","Leitchfield","No. 2010-02","Leitchfield","Grayson","Net Profits","1.2%","$50 (Bus. Lic.)","","","https://web.sos.ky.gov/occupationaltaxes/92-267.pdf","https://web.sos.ky.gov/occupationaltaxes/92-268.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:06Z"
"93","Lewisburg","Lewisburg","2008-A-2","Lewisburg","Logan","Gross Receipts","0.10%","$40","$5,000","","https://web.sos.ky.gov/occupationaltaxes/93-763.pdf","https://web.sos.ky.gov/occupationaltaxes/93-761.pdf","https://web.sos.ky.gov/occupationaltaxes/93-762.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:06Z"
"94","Lexington-Fayette Urban County Government","Lexington-Fayette Urban County Government","Chapter 13: Licenses and Regulations","Lexington","Fayette","Net Profits","2.25%","$100","","","https://web.sos.ky.gov/occupationaltaxes/94-273.pdf","https://web.sos.ky.gov/occupationaltaxes/94-1322.pdf","https://web.sos.ky.gov/occupationaltaxes/94-1323.pdf | https://web.sos.ky.gov/occupationaltaxes/94-274.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:06Z"
"95","Lincoln County","Lincoln County","No. 2-02-08-05","Stanford","Lincoln","Net Profits","1% (Withholding 1%)","","","","https://web.sos.ky.gov/occupationaltaxes/95-277.pdf","https://web.sos.ky.gov/occupationaltaxes/95-897.pdf","https://web.sos.ky.gov/occupationaltaxes/95-898.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:06Z"
"99","Livingston County","Livingston County","No. 2007O12-19-02","Smithland","Livingston","Net Profits/Gross Receipts","1%/percentage ea. schedule stands alone","","","","","https://web.sos.ky.gov/occupationaltaxes/99-283.pdf","https://web.sos.ky.gov/occupationaltaxes/99-282.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:06Z"
"100","Logan County","Logan County","No. 10-220.01","Russellville","Logan","Net Profits","0.75%","","","","https://web.sos.ky.gov/occupationaltaxes/100-284.pdf","https://web.sos.ky.gov/occupationaltaxes/100-899.pdf | https://web.sos.ky.gov/occupationaltaxes/100-286.pdf","https://web.sos.ky.gov/occupationaltaxes/100-285.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:06Z"
"101","Louisville Metro","Louisville Metro","110, Series 2008","Louisville","Jefferson","Net profits","2.2% (Resident inc. School board)/1.45% (Non-resident)","","","","https://web.sos.ky.gov/occupationaltaxes/101-287.pdf","https://web.sos.ky.gov/occupationaltaxes/101-815.pdf","https://web.sos.ky.gov/occupationaltaxes/101-816.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:06Z"
"202","Ludlow","Ludlow","Chapter 111","Ludlow","Kenton","Gross Receipts","0.00075%","","","","https://web.sos.ky.gov/occupationaltaxes/202-674.pdf","https://web.sos.ky.gov/occupationaltaxes/202-966.pdf | https://web.sos.ky.gov/occupationaltaxes/202-802.pdf","https://web.sos.ky.gov/occupationaltaxes/202-965.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:07Z"
"238","Lyndon","Lyndon","Ordinance No. 7-24-23","Lyndon","Jefferson","","","","","","https://web.sos.ky.gov/occupationaltaxes/238-1159.pdf","https://web.sos.ky.gov/occupationaltaxes/238-1162.pdf | https://web.sos.ky.gov/occupationaltaxes/238-1161.pdf | https://web.sos.ky.gov/occupationaltaxes/238-1160.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:07Z"
"192","Lynnview","Lynnview","No. 110.01","Louisville","Jefferson","Gross Receipts","Sliding Scale","$250.00","","","https://web.sos.ky.gov/occupationaltaxes/192-849.pdf","https://web.sos.ky.gov/occupationaltaxes/192-827.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:07Z"
"102","Madison County","Madison County","No. 06-18","Richmond","Madison","Net Profits","1%","","","","https://web.sos.ky.gov/occupationaltaxes/102-290.pdf","https://web.sos.ky.gov/occupationaltaxes/102-1293.pdf | https://web.sos.ky.gov/occupationaltaxes/102-1292.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:07Z"
"103","Madisonville","Madisonville","Chapter 110: Occupational & Business License Fees","Madisonville","Hopkins","Net Profits","2.5%","$25","","","https://web.sos.ky.gov/occupationaltaxes/103-1125.pdf","https://web.sos.ky.gov/occupationaltaxes/103-295.pdf","https://web.sos.ky.gov/occupationaltaxes/103-294.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:07Z"
"212","Magoffin County","Magoffin County","","Salyersville","Magoffin","","","","","","","","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:07Z"
"104","Marion","Marion","","Marion","Crittenden","Net Profits","1.5%","$50","","","https://web.sos.ky.gov/occupationaltaxes/104-1288.pdf","https://web.sos.ky.gov/occupationaltaxes/104-1289.pdf","","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:07Z"
"105","Marion County","Marion County","","Lebanon","Marion","Net Profits","1%","","","","","https://web.sos.ky.gov/occupationaltaxes/105-902.pdf | https://web.sos.ky.gov/occupationaltaxes/105-299.pdf","https://web.sos.ky.gov/occupationaltaxes/105-298.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:08Z"
"107","Marshall County","Marshall County","No. 2007-04","Benton","Marshall","Net Profits","1%","","$65,000","","https://web.sos.ky.gov/occupationaltaxes/107-305.pdf","https://web.sos.ky.gov/occupationaltaxes/107-980.pdf | https://web.sos.ky.gov/occupationaltaxes/107-979.pdf | https://web.sos.ky.gov/occupationaltaxes/107-978.pdf","https://web.sos.ky.gov/occupationaltaxes/107-306.pdf","https://web.sos.ky.gov/occupationaltax/","2026-08-27T15:37:08Z"
