jedd_jedz_id,name,zone_type_from_official_name,tax_category,rate_percent,rate_fraction,effective_start_date,effective_end_date,snapshot_as_of_date,source_url,retrieved_at
9096,TURTLECREEK-MONROE RACEWAY JEDD,JEDD,JEDD_JEDZ_INCOME_TAX,2,0.02,2020-01-01,2999-12-31,2026-08-25,https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/JEDTaxRates.csv,2026-08-26T00:02:05+00:00
9097,XENIA TOWNSHIP-CITY OF XENIA JEDD 1,JEDD,JEDD_JEDZ_INCOME_TAX,2.25,0.0225,2011-01-01,2999-12-31,2026-08-25,https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/JEDTaxRates.csv,2026-08-26T00:02:05+00:00
9098,GREEN TOWNSHIP-MERCY WEST JEDD,JEDD,JEDD_JEDZ_INCOME_TAX,1.5,0.015,2023-10-01,2028-09-30,2026-08-25,https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/JEDTaxRates.csv,2026-08-26T00:02:05+00:00
9100,SPRINGFIELD TOWNSHIP JEDD 1,JEDD,JEDD_JEDZ_INCOME_TAX,1.5,0.015,2018-01-01,2999-12-31,2026-08-25,https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/JEDTaxRates.csv,2026-08-26T00:02:05+00:00
9101,GREEN TOWNSHIP-CHRIST CHILDRENS JEDD,JEDD,JEDD_JEDZ_INCOME_TAX,1,0.01,2017-01-01,2999-12-31,2026-08-25,https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/JEDTaxRates.csv,2026-08-26T00:02:05+00:00
9102,VILLAGE OF HIGHLAND HILLS MUNI UTILITY DISTRICT,JEDD_JEDZ_UNSPECIFIED,JEDD_JEDZ_INCOME_TAX,2.5,0.025,2016-05-06,2999-12-31,2026-08-25,https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/JEDTaxRates.csv,2026-08-26T00:02:05+00:00
9103,COLERAIN TOWNSHIP LIBERTY NURSING HC JEDD,JEDD,JEDD_JEDZ_INCOME_TAX,2,0.02,2018-01-01,2999-12-31,2026-08-25,https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/JEDTaxRates.csv,2026-08-26T00:02:05+00:00
9104,UNION TOWNSHIP-MILFORD JEDD 5,JEDD,JEDD_JEDZ_INCOME_TAX,1,0.01,2018-01-01,2999-12-31,2026-08-25,https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/JEDTaxRates.csv,2026-08-26T00:02:05+00:00
9105,JACKSON TWP-CANTON FP JEDD,JEDD,JEDD_JEDZ_INCOME_TAX,2.5,0.025,2018-07-01,2999-12-31,2026-08-25,https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/JEDTaxRates.csv,2026-08-26T00:02:05+00:00
9106,JACKSON TWP-CANTON SM JEDD,JEDD,JEDD_JEDZ_INCOME_TAX,2.5,0.025,2018-07-01,2999-12-31,2026-08-25,https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/JEDTaxRates.csv,2026-08-26T00:02:05+00:00
9107,JACKSON TWP-CANTON TWR JEDD,JEDD,JEDD_JEDZ_INCOME_TAX,2.5,0.025,2018-07-01,2999-12-31,2026-08-25,https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/JEDTaxRates.csv,2026-08-26T00:02:05+00:00
9108,WILLIAMSBURG JEDD,JEDD,JEDD_JEDZ_INCOME_TAX,1,0.01,2018-07-01,2999-12-31,2026-08-25,https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/JEDTaxRates.csv,2026-08-26T00:02:05+00:00
9109,JACKSON TWP-CANTON CD JEDD,JEDD,JEDD_JEDZ_INCOME_TAX,2.5,0.025,2018-11-09,2999-12-31,2026-08-25,https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/JEDTaxRates.csv,2026-08-26T00:02:05+00:00
9110,ZANESVILLE-NEWTON JEDD,JEDD,JEDD_JEDZ_INCOME_TAX,1.9,0.019,2007-01-01,2999-12-31,2026-08-25,https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/JEDTaxRates.csv,2026-08-26T00:02:05+00:00
9111,ZANESVILLE-SOUTH ZANESVILLE-SPRINGFIELD JEDD,JEDD,JEDD_JEDZ_INCOME_TAX,1.9,0.019,2007-01-01,2999-12-31,2026-08-25,https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/JEDTaxRates.csv,2026-08-26T00:02:05+00:00
9112,ZANESVILLE-WASHINGTON JEDD,JEDD,JEDD_JEDZ_INCOME_TAX,1.9,0.019,2007-01-01,2999-12-31,2026-08-25,https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/JEDTaxRates.csv,2026-08-26T00:02:05+00:00
9113,GREEN TOWNSHIP-MCALISTERS JEDD,JEDD,JEDD_JEDZ_INCOME_TAX,1,0.01,2019-04-01,2999-12-31,2026-08-25,https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/JEDTaxRates.csv,2026-08-26T00:02:05+00:00
9114,UNION TOWNSHIP-MILFORD JEDD 6,JEDD,JEDD_JEDZ_INCOME_TAX,1,0.01,2019-08-01,2999-12-31,2026-08-25,https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/JEDTaxRates.csv,2026-08-26T00:02:05+00:00
9115,ETNA-REYNOLDSBURG JEDD 1,JEDD,JEDD_JEDZ_INCOME_TAX,2,0.02,2018-09-25,2999-12-31,2026-08-25,https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/JEDTaxRates.csv,2026-08-26T00:02:05+00:00
9116,ETNA-REYNOLDSBURG JEDD 2,JEDD,JEDD_JEDZ_INCOME_TAX,2,0.02,2018-09-25,2999-12-31,2026-08-25,https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/JEDTaxRates.csv,2026-08-26T00:02:05+00:00
9117,ETNA-REYNOLDSBURG JEDD 3,JEDD,JEDD_JEDZ_INCOME_TAX,2,0.02,2018-08-21,2999-12-31,2026-08-25,https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/JEDTaxRates.csv,2026-08-26T00:02:05+00:00
9118,ETNA-REYNOLDSBURG JEDD 4,JEDD,JEDD_JEDZ_INCOME_TAX,2,0.02,2018-09-30,2999-12-31,2026-08-25,https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/JEDTaxRates.csv,2026-08-26T00:02:05+00:00
9119,JACKSON TWP-CANTON TSG JEDD,JEDD,JEDD_JEDZ_INCOME_TAX,2.5,0.025,2019-11-21,2999-12-31,2026-08-25,https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/JEDTaxRates.csv,2026-08-26T00:02:05+00:00
9120,JACKSON TWP-CANTON TGAB JEDD,JEDD,JEDD_JEDZ_INCOME_TAX,2.5,0.025,2020-03-10,2999-12-31,2026-08-25,https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/JEDTaxRates.csv,2026-08-26T00:02:05+00:00
9121,DORR ST JEDD,JEDD,JEDD_JEDZ_INCOME_TAX,2,0.02,2020-01-01,2999-12-31,2026-08-25,https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/JEDTaxRates.csv,2026-08-26T00:02:05+00:00
9122,UNION TOWNSHIP-MILFORD JEDD 7,JEDD,JEDD_JEDZ_INCOME_TAX,1,0.01,2021-02-01,2999-12-31,2026-08-25,https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/JEDTaxRates.csv,2026-08-26T00:02:05+00:00
9124,SYLVANIA TOWNSHIP-SYLVANIA JEDD I,JEDD,JEDD_JEDZ_INCOME_TAX,1.5,0.015,2021-01-01,2999-12-31,2026-08-25,https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/JEDTaxRates.csv,2026-08-26T00:02:05+00:00
9125,EVANS FARM JEDD,JEDD,JEDD_JEDZ_INCOME_TAX,1,0.01,2020-07-27,2999-12-31,2026-08-25,https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/JEDTaxRates.csv,2026-08-26T00:02:05+00:00
9126,NORTON-BARBERTON JEDZ,JEDZ,JEDD_JEDZ_INCOME_TAX,2,0.02,2016-01-01,2999-12-31,2026-08-25,https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/JEDTaxRates.csv,2026-08-26T00:02:05+00:00
9127,ETNA-REYNOLDSBURG JEDD 7,JEDD,JEDD_JEDZ_INCOME_TAX,2,0.02,2021-08-31,2999-12-31,2026-08-25,https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/JEDTaxRates.csv,2026-08-26T00:02:05+00:00
9128,SHARON TWP JEDD,JEDD,JEDD_JEDZ_INCOME_TAX,2.5,0.025,2021-10-01,2999-12-31,2026-08-25,https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/JEDTaxRates.csv,2026-08-26T00:02:05+00:00
9129,JEFFERSON TOWNSHIP-WASHINGTON COURT HOUSE JEDD,JEDD,JEDD_JEDZ_INCOME_TAX,1.75,0.0175,2026-01-01,2999-12-31,2026-08-25,https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/JEDTaxRates.csv,2026-08-26T00:02:05+00:00
9130,VALLEY VIEW JEDD,JEDD,JEDD_JEDZ_INCOME_TAX,1.5,0.015,2022-08-01,2999-12-31,2026-08-25,https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/JEDTaxRates.csv,2026-08-26T00:02:05+00:00
9131,PERRY-CANTON JEDD FAIRCREST,JEDD,JEDD_JEDZ_INCOME_TAX,2.5,0.025,2023-03-09,2999-12-31,2026-08-25,https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/JEDTaxRates.csv,2026-08-26T00:02:05+00:00
9132,VILLAGE OF BURTON-BURTON TWP JEDD,JEDD,JEDD_JEDZ_INCOME_TAX,1,0.01,2022-07-21,2999-12-31,2026-08-25,https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/JEDTaxRates.csv,2026-08-26T00:02:05+00:00
9133,SHALERSVILLE TWP JEDD,JEDD,JEDD_JEDZ_INCOME_TAX,2,0.02,2022-12-01,2999-12-31,2026-08-25,https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/JEDTaxRates.csv,2026-08-26T00:02:05+00:00
9134,NORTH BALTIMORE HENRY TOWNSHIP JEDD,JEDD,JEDD_JEDZ_INCOME_TAX,1,0.01,2020-07-24,2999-12-31,2026-08-25,https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/JEDTaxRates.csv,2026-08-26T00:02:05+00:00
9135,GREEN TOWNSHIP-HAMPTON INN JEDD,JEDD,JEDD_JEDZ_INCOME_TAX,2,0.02,2020-12-28,2999-12-31,2026-08-25,https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/JEDTaxRates.csv,2026-08-26T00:02:05+00:00
9136,TURTLECREEK MONROE 2022 JEDD,JEDD,JEDD_JEDZ_INCOME_TAX,2,0.02,2018-01-01,2999-12-31,2026-08-25,https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/JEDTaxRates.csv,2026-08-26T00:02:05+00:00
9137,FAIRFIELD JEDD,JEDD,JEDD_JEDZ_INCOME_TAX,1.5,0.015,2022-12-15,2999-12-31,2026-08-25,https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/JEDTaxRates.csv,2026-08-26T00:02:05+00:00
9138,DEER PARK SYCAMORE JEDD,JEDD,JEDD_JEDZ_INCOME_TAX,0.75,0.0075,2020-05-11,2999-12-31,2026-08-25,https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/JEDTaxRates.csv,2026-08-26T00:02:05+00:00
9139,BERKSHIRE JEDD II,JEDD,JEDD_JEDZ_INCOME_TAX,1.85,0.0185,2021-10-01,2999-12-31,2026-08-25,https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/JEDTaxRates.csv,2026-08-26T00:02:05+00:00
9140,VIOLET TWP CANAL WINCHESTER JEDD,JEDD,JEDD_JEDZ_INCOME_TAX,2,0.02,2023-10-23,2999-12-31,2026-08-25,https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/JEDTaxRates.csv,2026-08-26T00:02:05+00:00
9141,VIOLET TWP LANCASTER JEDD,JEDD,JEDD_JEDZ_INCOME_TAX,2.3,0.023,2023-12-04,2999-12-31,2026-08-25,https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/JEDTaxRates.csv,2026-08-26T00:02:05+00:00
9142,APPLE CREEK EAST UNION TWP JEDD 1,JEDD,JEDD_JEDZ_INCOME_TAX,1,0.01,2007-09-20,2035-12-31,2026-08-25,https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/JEDTaxRates.csv,2026-08-26T00:02:05+00:00
9143,APPLE CREEK EAST UNION TWP JEDD 2,JEDD,JEDD_JEDZ_INCOME_TAX,1,0.01,2015-09-03,2055-12-31,2026-08-25,https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/JEDTaxRates.csv,2026-08-26T00:02:05+00:00
9144,MARYSVILLE JEROME TWP JEDD,JEDD,JEDD_JEDZ_INCOME_TAX,1.5,0.015,2023-03-15,2999-12-31,2026-08-25,https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/JEDTaxRates.csv,2026-08-26T00:02:05+00:00
9145,BAINBRIDGE TWP AURORA JEDD,JEDD,JEDD_JEDZ_INCOME_TAX,2,0.02,2025-01-01,2999-12-31,2026-08-25,https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/JEDTaxRates.csv,2026-08-26T00:02:05+00:00
9146,ORANGE TWP JEDD,JEDD,JEDD_JEDZ_INCOME_TAX,2.5,0.025,2024-10-01,2999-12-31,2026-08-25,https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/JEDTaxRates.csv,2026-08-26T00:02:05+00:00
9147,UNION TOWNSHIP-MILFORD JEDD 8,JEDD,JEDD_JEDZ_INCOME_TAX,1,0.01,2025-01-01,2999-12-31,2026-08-25,https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/JEDTaxRates.csv,2026-08-26T00:02:05+00:00
9148,MARENGO BENNINGTON TWP JEDD,JEDD,JEDD_JEDZ_INCOME_TAX,1,0.01,2024-01-01,2999-12-31,2026-08-25,https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/JEDTaxRates.csv,2026-08-26T00:02:05+00:00
9149,RAVENNA ROOTSTOWN TWP JEDD,JEDD,JEDD_JEDZ_INCOME_TAX,2,0.02,2024-01-01,2999-12-31,2026-08-25,https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/JEDTaxRates.csv,2026-08-26T00:02:05+00:00
9150,UNION TOWNSHIP VILLAGE OF BATAVIA JEDD 9,JEDD,JEDD_JEDZ_INCOME_TAX,1,0.01,2025-01-01,2999-12-31,2026-08-25,https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/JEDTaxRates.csv,2026-08-26T00:02:05+00:00
9151,UNION TOWNSHIP - CITY OF HEATH JEDD,JEDD,JEDD_JEDZ_INCOME_TAX,2,0.02,2023-03-25,2999-12-31,2026-08-25,https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/JEDTaxRates.csv,2026-08-26T00:02:05+00:00
9152,SYCAMORE TOWNSHIP-CITY OF MONTGOMERY JEDD,JEDD,JEDD_JEDZ_INCOME_TAX,0.75,0.0075,2025-11-01,2999-12-31,2026-08-25,https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/JEDTaxRates.csv,2026-08-26T00:02:05+00:00
9153,GREEN TOWNSHIP-COOPERS HAWK JEDD,JEDD,JEDD_JEDZ_INCOME_TAX,2,0.02,2025-01-01,2999-12-31,2026-08-25,https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/JEDTaxRates.csv,2026-08-26T00:02:05+00:00
9154,KIMBERLY CLARK JEDD,JEDD,JEDD_JEDZ_INCOME_TAX,2,0.02,2025-08-25,2999-12-31,2026-08-25,https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/JEDTaxRates.csv,2026-08-26T00:02:05+00:00
9155,WARREN-CHAMPION JEDD,JEDD,JEDD_JEDZ_INCOME_TAX,2.5,0.025,2025-11-12,2065-12-31,2026-08-25,https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/JEDTaxRates.csv,2026-08-26T00:02:05+00:00
9156,AMHERST TOWNSHIP-CITY OF LORIAIN JEDD,JEDD,JEDD_JEDZ_INCOME_TAX,1.5,0.015,2005-02-22,2999-12-31,2026-08-25,https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/JEDTaxRates.csv,2026-08-26T00:02:05+00:00
9157,PERRY TOWNSHIP-NAVARRE JEDD,JEDD,JEDD_JEDZ_INCOME_TAX,1.5,0.015,1996-11-06,2999-12-31,2026-08-25,https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/JEDTaxRates.csv,2026-08-26T00:02:05+00:00
9158,JERSEY-NEW ALBANY JEDD 1,JEDD,JEDD_JEDZ_INCOME_TAX,2,0.02,2026-05-01,2999-12-31,2026-08-25,https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/JEDTaxRates.csv,2026-08-26T00:02:05+00:00
9159,JERSEY-NEW ALBANY JEDD 2,JEDD,JEDD_JEDZ_INCOME_TAX,2,0.02,2026-05-01,2999-12-31,2026-08-25,https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/JEDTaxRates.csv,2026-08-26T00:02:05+00:00
9160,JERSEY-NEW ALBANY JEDD 3,JEDD,JEDD_JEDZ_INCOME_TAX,2,0.02,2026-05-01,2999-12-31,2026-08-25,https://api.thefinder.tax.ohio.gov/finder/api/v1/tax-rates/downloads/JEDTaxRates.csv,2026-08-26T00:02:05+00:00
