"title","source_url","pdf_name","pdf_bytes","pdf_sha256","text_name","text_bytes","text_sha256","pages"
"72","https://le.utah.gov/xcode/Title72/C72_1800010118000101.pdf","Title-72-C72_1800010118000101.pdf","614912","2502e976f95e262d490500f2108adb52ab6e79bfad4e1cfbe5bf54ff328096d3","Title-72-C72_1800010118000101.txt","945752","e0d2ae28e21e37215382209c35c1c292d60ca173c957e938064d9c0940239bbb","318"
"73","https://le.utah.gov/xcode/Title73/C73_1800010118000101.pdf","Title-73-C73_1800010118000101.pdf","688104","0bd8758c46c954cd3aa4fbf3ac04823aac9d718fedbff030565d07061affe591","Title-73-C73_1800010118000101.txt","1048746","5d994fba19356f88216eddd485c68ab2d67fb19e36be19e7142c288ca70b503a","348"
"75","https://le.utah.gov/xcode/Title75/C75_1800010118000101.pdf","Title-75-C75_1800010118000101.pdf","431629","407323b699345927c541b98e1bb8610577451148544379dd1eee11a17bc1bed2","Title-75-C75_1800010118000101.txt","674669","1f76da1a977d2ebe924af3a9c029144a2ee43c2e7e742d6de7aeef5693fd55cb","214"
"75A","https://le.utah.gov/xcode/Title75A/C75A_2024090120240501.pdf","Title-75A-C75A_2024090120240501.pdf","213127","368002cd143c838d7342db5ec333c1f6d3c6e221dbd4ce0ab05ecbf00c766944","Title-75A-C75A_2024090120240501.txt","334873","c1c634ab226530a6b704e8767fa9f7689523fee08cc873ca2ea405d9d321eb05","112"
"75B","https://le.utah.gov/xcode/Title75B/C75B_2024090120240501.pdf","Title-75B-C75B_2024090120240501.pdf","118951","8589a2d06d90ab94e7c5c0ae4d45dd07bf195a14937ecfb911753d2a609cad75","Title-75B-C75B_2024090120240501.txt","177780","c8734121f523083f290eda26f7f00d8cc6b91908a05ecdeb1a6b1e30538dc448","60"
"75E","https://le.utah.gov/xcode/Title75E/C75E_2026050620260701.pdf","Title-75E-C75E_2026050620260701.pdf","182307","b7504b54317dd4dcd63e4d4fcf1e59be708c3383a1447b123b8d19128b4c4d90","Title-75E-C75E_2026050620260701.txt","267676","e4d757c5c599c9b021b05e3080781ef86be3cfdf2c3ac996e8242308d9846294","94"
"76","https://le.utah.gov/xcode/Title76/C76_2026050620260701.pdf","Title-76-C76_2026050620260701.pdf","1163569","2aa21928676bf0dea0c86965e4ad9501d3ddd2c0dcea8ad6d0da4a4337f31415","Title-76-C76_2026050620260701.txt","1814257","d5979810c8c00f8af04c2bfeb3f51072bc59123e22c08e2903a256e88cec1282","620"
"77","https://le.utah.gov/xcode/Title77/C77_2026050620260701.pdf","Title-77-C77_2026050620260701.pdf","824496","e63c0c17a03fafb32bd5dec692193aaf3343a4b3bdb680beb41d55d0e2d3e874","Title-77-C77_2026050620260701.txt","1295627","c9612d6560a65214f206ff743356029daec73e04f4ff9d979853784188cca890","418"
"78A","https://le.utah.gov/xcode/Title78A/C78A_1800010118000101.pdf","Title-78A-C78A_1800010118000101.pdf","317533","ef6452ec1b09be8104741b927bf5e74f593cbe65180823c82d5927399ef7660f","Title-78A-C78A_1800010118000101.txt","480314","777dce8e4306eacb731148868951558b616d936349db75b7bc26e4e317d2f322","165"
"78B","https://le.utah.gov/xcode/Title78B/C78B_1800010118000101.pdf","Title-78B-C78B_1800010118000101.pdf","901909","08be155e0b52c715ae010da3d9cf06ef7886f411d2ccce8d0eaf6176483c6763","Title-78B-C78B_1800010118000101.txt","1379187","15c2cb184c05ff08963b570a58627e4e9f4a21d3a0a23c7fe081dcb8dbccda15","462"
"79","https://le.utah.gov/xcode/Title79/C79_1800010118000101.pdf","Title-79-C79_1800010118000101.pdf","241957","4b9d1998212705de041ea2cc3672e2dcda802fe96cac8aca186c2aa3f19cdd80","Title-79-C79_1800010118000101.txt","346136","1c6102baadca89dceaa4f0f14222da9d5d492adc8214f374eee8bb57158f7c40","126"
"8","https://le.utah.gov/xcode/Title8/C8_1800010118000101.pdf","Title-8-C8_1800010118000101.pdf","19377","2ee7cdfb53ab98ddb83ea1f37ee1f952b26df963e1486b308b4b24149df21f45","Title-8-C8_1800010118000101.txt","21332","37633b35a849e590dcec8dc3cb65af7300adb26951a4bad504beed56589570a9","8"
"80","https://le.utah.gov/xcode/Title80/C80_2021050520210901.pdf","Title-80-C80_2021050520210901.pdf","536011","f873a4bc437c1e2b4620a9046e8e8e8e729098b2fe4619e753c9457b5a57f8a5","Title-80-C80_2021050520210901.txt","830742","b3b4fd3e75d8c82088ab9e16d49ee8459c78d3909919139ca4eb0487b8b218bb","270"
"81","https://le.utah.gov/xcode/Title81/C81_2024090120240501.pdf","Title-81-C81_2024090120240501.pdf","604659","2ebe8ac54dc49f113c1126ff0f9a97a61c7e4aee331f0518929bec03d3616196","Title-81-C81_2024090120240501.txt","858984","2dc9cf5bf933dc294634ecf51f6d05b0c8beb21494385d91b369b5ea80a12722","301"
"9","https://le.utah.gov/xcode/Title9/C9_2021050520210505.pdf","Title-9-C9_2021050520210505.pdf","216969","64313698a794ba20af1fe7840045452282bd8af85bd2cd121f2ce554582d9aae","Title-9-C9_2021050520210505.txt","315945","37e3a3a9341a1d47eea59ebfcffe28457a69845456ce36ce625029833a7b71d1","113"
